R,G,B,Drought_AmbientTemp,Drought_ObjectTemp
38,107,61,26.71,25.41
40,104,64,26.71,25.37
40,103,60,26.71,25.41
40,105,59,26.71,25.37
41,106,62,26.71,25.41
39,105,67,26.71,25.37
39,107,67,26.71,25.41
40,110,68,26.71,25.37
38,115,70,26.71,25.41
37,117,75,26.71,25.37
38,118,77,26.71,25.41
43,121,78,26.71,25.37
44,122,79,26.71,25.41
48,123,83,26.71,25.37
49,125,81,26.71,25.41
47,125,83,26.71,25.37
49,122,88,26.71,25.41
51,121,86,26.71,25.37
52,121,84,26.71,25.41
53,121,83,26.71,25.37
55,120,83,26.71,25.41
57,120,85,26.71,25.37
63,119,82,26.71,25.41
65,119,82,26.71,25.37
64,121,82,26.71,25.41
65,123,78,26.71,25.37
66,122,74,26.71,25.41
65,120,79,26.71,25.37
65,118,82,26.71,25.41
67,117,83,26.71,25.37
69,118,80,26.71,25.41
68,117,77,26.71,25.37
65,117,75,26.71,25.41
61,118,75,26.71,25.37
60,115,74,26.71,25.41
57,115,74,26.71,25.37
54,118,74,26.71,25.41
55,116,70,26.71,25.37
52,117,78,26.71,25.41
53,119,80,26.71,25.37
58,121,74,26.71,25.41
64,120,74,26.71,25.37
65,123,78,26.71,25.41
68,123,81,26.71,25.37
74,123,82,26.71,25.41
76,126,83,26.71,25.37
78,126,88,26.71,25.41
80,126,89,26.71,25.37
82,125,91,26.71,25.41
82,126,91,26.71,25.37
83,124,91,26.71,25.41
83,118,76,26.71,25.37
84,114,80,26.71,25.41
79,115,80,26.71,25.37
78,116,79,26.71,25.41
76,118,80,26.71,25.37
73,117,81,26.71,25.41
73,116,79,26.71,25.37
74,114,76,26.71,25.41
73,115,77,26.71,25.37
65,115,80,26.71,25.41
64,115,78,26.71,25.37
65,114,74,26.71,25.41
67,112,74,26.71,25.37
67,111,75,26.71,25.41
66,113,73,26.71,25.37
63,114,71,26.71,25.41
62,114,71,26.71,25.37
63,112,71,26.71,25.41
64,114,69,26.71,25.37
63,110,68,26.71,25.41
61,112,73,26.71,25.37
61,109,74,26.71,25.41
59,107,76,26.71,25.37
57,107,75,26.71,25.41
57,106,70,26.71,25.37
56,104,68,26.71,25.41
52,108,68,26.71,25.37
47,106,63,26.71,25.41
45,106,63,26.71,25.37
45,106,63,26.71,25.41
47,106,65,26.71,25.37
44,106,67,26.71,25.41
44,106,63,26.71,25.37
48,107,62,26.71,25.41
49,105,64,26.71,25.37
46,106,66,26.71,25.41
49,105,66,26.71,25.37
51,102,68,26.71,25.41
55,104,63,26.71,25.37
54,105,61,26.71,25.41
49,107,62,26.71,25.37
45,107,66,26.71,25.41
46,105,64,26.71,25.37
47,106,63,26.71,25.41
49,108,61,26.71,25.37
50,106,65,26.71,25.41
49,107,64,26.71,25.37
50,105,65,26.71,25.41
44,106,64,26.71,25.37
40,107,62,26.71,25.41
41,104,63,26.71,25.37
43,102,63,26.71,25.41
44,106,61,26.71,25.37
40,108,65,26.71,25.41
39,109,66,26.71,25.37
40,109,67,26.71,25.41
44,112,65,26.71,25.37
44,114,67,26.71,25.41
41,118,75,26.71,25.37
41,121,78,26.71,25.41
48,122,78,26.71,25.37
49,123,79,26.71,25.41
54,123,85,26.71,25.37
54,125,86,26.71,25.41
51,125,84,26.71,25.37
52,123,86,26.71,25.41
54,122,84,26.71,25.37
54,122,84,26.71,25.41
55,120,84,26.71,25.37
55,120,83,26.71,25.41
58,121,83,26.71,25.37
63,120,83,26.71,25.41
67,117,85,26.71,25.37
66,118,85,26.71,25.41
64,122,81,26.71,25.37
64,126,79,26.71,25.41
64,124,78,26.71,25.37
65,122,82,26.71,25.41
65,120,86,26.71,25.37
66,119,84,26.71,25.41
66,118,81,26.71,25.37
66,117,76,26.71,25.41
62,117,75,26.71,25.37
60,115,76,26.71,25.41
58,115,75,26.71,25.37
53,117,76,26.71,25.41
51,118,76,26.71,25.37
52,116,76,26.71,25.41
54,117,79,26.71,25.37
56,119,77,26.71,25.41
60,119,78,26.71,25.37
64,121,79,26.71,25.41
67,123,81,26.71,25.37
71,122,83,26.71,25.41
74,125,85,26.71,25.37
77,127,88,26.71,25.41
80,126,91,26.71,25.37
81,126,93,26.71,25.41
82,125,95,26.71,25.37
83,123,95,26.71,25.41
82,114,76,26.71,25.37
80,112,78,26.71,25.41
74,114,82,26.71,25.37
74,114,82,26.71,25.41
75,116,79,26.71,25.37
72,116,78,26.71,25.41
73,116,75,26.71,25.37
73,115,74,26.71,25.41
71,112,74,26.71,25.37
65,114,80,26.71,25.41
62,114,77,26.71,25.37
64,113,72,26.71,25.41
66,109,72,26.71,25.37
66,109,73,26.71,25.41
64,112,73,26.71,25.37
61,115,71,26.71,25.41
67,110,68,26.71,25.37
66,111,71,26.71,25.41
63,109,72,26.71,25.37
63,109,68,26.71,25.41
59,110,68,26.71,25.37
58,108,72,26.71,25.41
55,109,71,26.71,25.37
54,109,69,26.71,25.41
53,108,67,26.71,25.37
50,109,66,26.71,25.41
48,109,64,26.71,25.37
48,107,64,26.71,25.41
49,106,61,26.71,25.37
49,108,62,26.71,25.41
49,106,66,26.71,25.37
46,107,67,26.71,25.41
46,105,65,26.71,25.37
50,107,62,26.71,25.41
51,107,69,26.71,25.37
50,108,67,26.71,25.41
52,107,68,26.71,25.37
54,105,68,26.71,25.41
57,104,66,26.71,25.37
56,107,64,26.71,25.41
52,108,63,26.71,25.37
45,108,66,26.71,25.41
45,110,64,26.71,25.37
49,107,69,26.71,25.41
52,105,70,26.71,25.37
51,107,68,26.71,25.41
49,108,69,26.71,25.37
49,105,66,26.71,25.41
46,106,64,26.71,25.37
44,106,62,26.71,25.41
44,105,59,26.71,25.37
45,106,60,26.71,25.41
41,109,61,26.71,25.37
38,112,66,26.71,25.41
39,111,67,26.71,25.37
40,111,69,26.71,25.41
43,112,66,26.71,25.37
46,114,72,26.71,25.41
44,120,76,26.71,25.37
49,121,79,26.71,25.41
54,122,81,26.71,25.37
56,123,82,26.71,25.41
59,123,85,26.71,25.37
53,125,87,26.71,25.41
53,125,86,26.71,25.37
57,122,85,26.71,25.41
61,121,87,26.71,25.37
58,122,86,26.71,25.41
58,120,86,26.71,25.37
58,120,85,26.71,25.41
59,121,83,26.71,25.37
65,119,82,26.71,25.41
66,117,84,26.71,25.37
65,118,86,26.71,25.41
67,120,82,26.71,25.37
67,124,78,26.71,25.41
65,125,78,26.71,25.37
65,124,82,26.71,25.41
65,123,83,26.71,25.37
66,120,82,26.71,25.41
65,118,83,26.71,25.37
64,118,81,26.71,25.41
60,118,78,26.71,25.37
61,114,75,26.71,25.41
59,114,74,26.71,25.37
54,116,75,26.71,25.41
49,117,75,26.71,25.37
51,113,76,26.71,25.41
55,116,75,26.71,25.37
54,118,80,26.71,25.41
58,118,80,26.71,25.37
63,121,79,26.71,25.41
66,122,82,26.71,25.37
67,124,84,26.71,25.41
73,125,87,26.71,25.37
77,128,89,26.71,25.41
81,127,88,26.71,25.37
82,127,92,26.71,25.41
83,125,98,26.71,25.37
84,124,96,26.71,25.41
80,112,75,26.71,25.37
78,112,76,26.71,25.41
73,113,78,26.71,25.37
72,114,80,26.71,25.41
72,115,79,26.71,25.37
72,115,74,26.71,25.41
71,116,73,26.71,25.37
67,116,75,26.71,25.41
68,116,72,26.71,25.37
65,115,74,26.71,25.41
61,116,72,26.71,25.37
61,113,71,26.71,25.41
64,110,71,26.71,25.37
65,109,74,26.71,25.41
63,111,73,26.71,25.37
61,113,72,26.71,25.41
59,113,69,26.71,25.37
59,109,73,26.71,25.41
60,107,74,26.71,25.37
61,109,67,26.71,25.41
60,108,64,26.71,25.37
59,107,70,26.71,25.41
56,107,70,26.71,25.37
54,108,69,26.71,25.41
48,111,68,26.71,25.37
46,111,65,26.71,25.41
49,108,64,26.71,25.37
50,108,62,26.71,25.41
50,109,61,26.71,25.37
50,109,62,26.71,25.41
54,106,67,26.71,25.37
52,107,69,26.71,25.41
54,107,69,26.71,25.37
55,108,67,26.71,25.41
52,110,64,26.71,25.37
53,109,70,26.71,25.41
54,108,69,26.71,25.37
54,109,68,26.71,25.41
56,109,68,26.71,25.37
57,107,67,26.71,25.41
56,108,65,26.71,25.37
50,110,66,26.71,25.41
52,110,66,26.71,25.37
54,108,68,26.71,25.41
53,108,70,26.71,25.37
51,110,67,26.71,25.41
50,109,66,26.71,25.37
50,105,62,26.71,25.41
47,104,64,26.71,25.37
44,106,66,26.71,25.41
44,107,61,26.71,25.37
45,109,61,26.71,25.41
42,111,64,26.71,25.37
41,109,67,26.71,25.41
39,111,70,26.71,25.37
42,110,75,26.71,25.41
49,108,76,26.71,25.37
49,115,75,26.71,25.41
48,123,78,26.71,25.37
51,124,80,26.71,25.41
57,124,83,26.71,25.37
58,125,86,26.71,25.41
60,127,87,26.71,25.37
60,126,87,26.71,25.41
56,127,87,26.71,25.37
56,126,88,26.71,25.41
60,124,88,26.71,25.37
61,123,87,26.71,25.41
60,122,87,26.71,25.37
59,119,87,26.71,25.41
61,120,86,26.71,25.37
58,122,84,26.71,25.41
65,122,84,26.71,25.37
68,118,85,26.71,25.41
69,120,84,26.71,25.37
69,125,79,26.71,25.41
72,122,81,26.71,25.37
70,123,83,26.71,25.41
69,123,81,26.71,25.37
72,120,80,26.71,25.41
70,118,80,26.71,25.37
63,119,80,26.71,25.41
60,120,80,26.71,25.37
60,117,74,26.71,25.41
58,117,74,26.71,25.37
53,115,72,26.71,25.41
51,115,75,26.71,25.37
49,116,76,26.71,25.41
53,116,76,26.71,25.37
56,116,79,26.71,25.41
60,117,79,26.71,25.37
64,119,80,26.71,25.41
66,123,82,26.71,25.37
69,123,84,26.71,25.41
73,121,89,26.71,25.37
81,125,88,26.71,25.41
83,125,87,26.71,25.37
82,125,91,26.71,25.41
85,124,95,26.71,25.37
84,124,92,26.71,25.41
76,114,73,26.71,25.37
74,113,73,26.71,25.41
72,112,75,26.71,25.37
71,113,73,26.71,25.41
69,114,76,26.71,25.37
68,114,75,26.71,25.41
67,114,75,26.71,25.37
63,115,75,26.71,25.41
63,114,75,26.71,25.37
64,112,75,26.71,25.41
63,111,72,26.71,25.37
61,112,70,26.71,25.41
65,109,69,26.71,25.37
66,107,70,26.71,25.41
63,109,73,26.71,25.37
58,111,72,26.71,25.41
55,113,71,26.71,25.37
56,109,72,26.71,25.41
57,107,71,26.71,25.37
56,109,70,26.71,25.41
59,109,66,26.71,25.37
59,106,69,26.71,25.41
55,109,67,26.71,25.37
52,110,66,26.71,25.41
50,110,67,26.71,25.37
49,111,66,26.71,25.41
52,107,65,26.71,25.37
51,109,61,26.71,25.41
51,111,67,26.71,25.37
53,110,71,26.71,25.41
55,107,71,26.71,25.37
56,109,70,26.71,25.41
56,109,70,26.71,25.37
61,109,69,26.71,25.41
61,110,68,26.71,25.37
57,109,70,26.71,25.41
57,109,74,26.71,25.37
58,111,73,26.71,25.41
59,109,71,26.71,25.37
60,109,69,26.71,25.41
57,109,69,26.71,25.37
55,110,70,26.71,25.41
56,110,68,26.71,25.37
56,110,67,26.71,25.41
55,110,65,26.71,25.37
54,110,64,26.71,25.41
53,109,61,26.71,25.37
50,106,63,26.71,25.41
46,104,63,26.71,25.37
44,105,65,26.71,25.41
44,106,64,26.71,25.37
45,108,64,26.71,25.41
45,109,65,26.71,25.37
43,109,67,26.71,25.41
40,111,68,26.71,25.37
40,112,74,26.71,25.41
46,111,74,26.71,25.37
50,115,71,26.71,25.41
53,123,79,26.71,25.37
55,125,82,26.71,25.41
63,123,87,26.71,25.37
61,128,89,26.71,25.41
59,131,88,26.71,25.37
60,130,89,26.71,25.41
60,127,87,26.71,25.37
60,127,85,26.71,25.41
62,127,85,26.71,25.37
62,126,88,26.71,25.41
62,123,91,26.71,25.37
59,121,90,26.71,25.41
59,122,86,26.71,25.37
61,122,83,26.71,25.41
66,123,84,26.71,25.37
70,120,84,26.71,25.41
70,121,85,26.71,25.37
74,122,85,26.71,25.41
78,120,84,26.71,25.37
77,122,86,26.71,25.41
73,123,86,26.71,25.37
71,122,83,26.71,25.41
72,120,82,26.71,25.37
68,119,78,26.71,25.41
65,119,77,26.71,25.37
63,118,72,26.71,25.41
60,115,74,26.71,25.37
56,114,76,26.71,25.41
52,116,76,26.71,25.37
51,114,80,26.71,25.41
52,114,80,26.71,25.37
57,113,79,26.71,25.41
60,117,77,26.71,25.37
62,120,77,26.71,25.41
66,121,77,26.71,25.37
72,122,81,26.71,25.41
76,122,87,26.71,25.37
80,122,88,26.71,25.41
81,125,87,26.71,25.37
81,125,88,26.71,25.41
85,123,91,26.71,25.37
84,123,91,26.71,25.41
73,114,75,26.71,25.37
69,114,78,26.71,25.41
66,114,72,26.71,25.37
68,113,66,26.71,25.41
70,112,69,26.71,25.37
68,114,72,26.71,25.41
62,112,73,26.71,25.37
61,114,74,26.71,25.41
60,112,75,26.71,25.37
60,109,77,26.71,25.41
63,107,71,26.71,25.37
64,108,66,26.71,25.41
64,107,64,26.71,25.37
64,106,69,26.71,25.41
61,109,72,26.71,25.37
59,109,71,26.71,25.41
56,109,69,26.71,25.37
56,110,70,26.71,25.41
57,110,67,26.71,25.37
57,108,68,26.71,25.41
58,106,70,26.71,25.37
58,107,68,26.71,25.41
57,110,65,26.71,25.37
56,109,64,26.71,25.41
54,108,68,26.71,25.37
52,110,68,26.71,25.41
51,110,65,26.71,25.37
51,112,66,26.71,25.41
52,112,70,26.71,25.37
55,111,73,26.71,25.41
56,111,73,26.71,25.37
55,112,73,26.71,25.41
58,111,71,26.71,25.37
64,110,71,26.71,25.41
68,109,67,26.71,25.37
64,109,73,26.71,25.41
61,110,77,26.71,25.37
61,111,75,26.71,25.41
61,110,74,26.71,25.37
60,111,75,26.71,25.41
60,111,72,26.71,25.37
58,110,70,26.71,25.41
54,111,74,26.71,25.37
54,112,74,26.71,25.41
56,111,64,26.71,25.37
55,109,64,26.71,25.41
52,108,63,26.71,25.37
47,107,64,26.71,25.41
43,106,64,26.71,25.37
44,104,64,26.71,25.41
46,102,65,26.71,25.37
45,107,67,26.71,25.41
43,108,67,26.71,25.37
44,107,67,26.71,25.41
43,109,68,26.71,25.37
42,113,70,26.71,25.41
44,117,69,26.71,25.37
52,120,73,26.71,25.41
57,124,79,26.71,25.37
60,125,84,26.71,25.41
66,125,90,26.71,25.37
67,127,92,26.71,25.41
64,130,92,26.71,25.37
64,130,90,26.71,25.41
63,129,87,26.71,25.37
63,128,85,26.71,25.41
64,129,85,26.71,25.37
62,129,88,26.71,25.41
62,126,90,26.71,25.37
61,123,87,26.71,25.41
61,123,82,26.71,25.37
64,124,81,26.71,25.41
66,123,83,26.71,25.37
68,123,83,26.71,25.41
72,121,84,26.71,25.37
78,122,86,26.71,25.41
80,124,87,26.71,25.37
78,125,89,26.71,25.41
76,123,88,26.71,25.37
72,123,87,26.71,25.41
73,119,83,26.71,25.37
72,120,76,26.71,25.41
69,120,73,26.71,25.37
65,117,76,26.71,25.41
62,114,76,26.71,25.37
58,114,76,26.71,25.41
56,114,79,26.71,25.37
53,114,77,26.71,25.41
51,116,76,26.71,25.37
56,116,76,26.71,25.41
59,117,75,26.71,25.37
62,119,73,26.71,25.41
66,120,76,26.71,25.37
67,122,79,26.71,25.41
74,122,82,26.71,25.37
78,124,84,26.71,25.41
79,124,86,26.71,25.37
81,124,86,26.71,25.41
85,122,90,26.71,25.37
81,125,88,26.71,25.41
66,113,75,26.71,25.37
65,114,74,26.71,25.41
65,113,70,26.71,25.37
66,113,65,26.71,25.41
66,112,65,26.71,25.37
62,112,70,26.71,25.41
58,115,69,26.71,25.37
58,113,69,26.71,25.41
61,110,73,26.71,25.37
59,107,75,26.71,25.41
59,105,69,26.71,25.37
60,107,68,26.71,25.41
62,107,68,26.71,25.37
61,107,70,26.71,25.41
59,107,70,26.71,25.37
59,108,67,26.71,25.41
56,108,67,26.71,25.37
54,109,71,26.71,25.41
56,108,69,26.71,25.37
58,110,66,26.71,25.41
59,109,68,26.71,25.37
60,106,70,26.71,25.41
58,110,66,26.71,25.37
58,109,66,26.71,25.41
57,108,68,26.71,25.37
55,110,67,26.71,25.41
57,111,69,26.71,25.37
56,114,70,26.71,25.41
57,114,68,26.71,25.37
58,113,72,26.71,25.41
57,113,72,26.71,25.37
58,115,73,26.71,25.41
63,113,76,26.71,25.37
67,112,74,26.71,25.41
71,112,69,26.71,25.37
69,112,75,26.71,25.41
64,113,77,26.71,25.37
62,113,77,26.71,25.41
64,111,77,26.71,25.37
63,112,75,26.71,25.41
63,112,72,26.71,25.37
61,110,73,26.71,25.41
59,112,73,26.71,25.37
57,110,72,26.71,25.41
55,111,70,26.71,25.37
55,110,64,26.71,25.41
50,108,64,26.71,25.37
45,106,65,26.71,25.41
46,104,64,26.71,25.37
44,105,63,26.71,25.41
45,104,63,26.71,25.37
44,106,63,26.71,25.41
41,110,65,26.71,25.37
44,108,64,26.71,25.41
43,108,69,26.71,25.37
43,114,69,26.71,25.41
46,116,72,26.71,25.37
54,122,75,26.71,25.41
61,124,83,26.71,25.37
65,125,88,26.71,25.41
69,129,91,26.71,25.37
71,128,93,26.71,25.41
70,127,94,26.71,25.37
67,130,91,26.71,25.41
66,130,88,26.71,25.37
68,129,87,26.71,25.41
65,129,87,26.71,25.37
64,128,88,26.71,25.41
64,126,88,26.71,25.37
61,125,84,26.71,25.41
66,123,80,26.71,25.37
65,123,81,26.71,25.41
66,125,83,26.71,25.37
70,123,85,26.71,25.41
75,124,87,26.71,25.37
79,122,88,26.71,25.41
80,124,86,26.71,25.37
79,126,91,26.71,25.41
77,126,89,26.71,25.37
76,123,87,26.71,25.41
77,120,84,26.71,25.37
72,121,78,26.71,25.41
66,121,78,26.71,25.37
64,119,78,26.71,25.41
60,116,78,26.71,25.37
60,115,74,26.71,25.41
58,115,73,26.71,25.37
56,116,73,26.71,25.41
55,116,73,26.71,25.37
55,117,73,26.71,25.41
56,118,73,26.71,25.37
59,119,74,26.71,25.41
63,120,78,26.71,25.37
68,122,78,26.71,25.41
73,120,79,26.71,25.37
75,123,77,26.71,25.41
78,125,82,26.71,25.37
79,125,82,26.71,25.41
81,123,86,26.71,25.37
81,125,86,26.71,25.41
67,110,72,26.71,25.37
67,111,71,26.71,25.41
63,113,68,26.71,25.37
64,111,68,26.71,25.41
59,113,71,26.71,25.37
59,113,69,26.71,25.41
58,112,71,26.71,25.37
61,109,68,26.71,25.41
59,109,70,26.71,25.37
56,108,72,26.71,25.41
56,108,69,26.71,25.37
57,107,68,26.71,25.41
58,108,68,26.71,25.37
57,109,68,26.71,25.41
57,110,66,26.71,25.37
58,109,64,26.71,25.41
56,108,67,26.71,25.37
54,108,66,26.71,25.41
56,108,66,26.71,25.37
55,108,65,26.71,25.41
56,110,68,26.71,25.37
57,109,69,26.71,25.41
58,111,67,26.71,25.37
58,112,69,26.71,25.41
57,111,72,26.71,25.37
58,111,72,26.71,25.41
60,112,73,26.71,25.37
57,113,72,26.71,25.41
62,112,72,26.71,25.37
60,114,76,26.71,25.41
62,114,76,26.71,25.37
65,116,79,26.71,25.41
68,114,80,26.71,25.37
72,114,75,26.71,25.41
72,116,73,26.71,25.37
72,116,75,26.71,25.41
66,116,77,26.71,25.37
63,116,79,26.71,25.41
64,114,77,26.71,25.37
67,112,74,26.71,25.41
66,112,70,26.71,25.37
65,112,70,26.71,25.41
61,111,72,26.71,25.37
61,107,69,26.71,25.41
55,110,66,26.71,25.37
52,109,64,26.71,25.41
45,109,61,26.71,25.37
45,106,62,26.71,25.41
46,104,63,26.71,25.37
46,103,63,26.71,25.41
42,104,64,26.71,25.37
39,107,66,26.71,25.41
40,107,66,26.71,25.37
42,107,67,26.71,25.41
45,109,69,26.71,25.37
46,113,71,26.71,25.41
51,117,77,26.71,25.37
56,122,79,26.71,25.41
63,125,85,26.71,25.37
70,127,92,26.71,25.41
73,127,91,26.71,25.37
76,128,92,26.71,25.41
74,129,97,26.71,25.37
67,131,93,26.71,25.41
65,132,91,26.71,25.37
69,131,89,26.71,25.41
66,129,91,26.71,25.37
65,128,91,26.71,25.41
66,126,87,26.71,25.37
66,125,84,26.71,25.41
66,125,81,26.71,25.37
67,124,83,26.71,25.41
66,125,83,26.71,25.37
70,125,86,26.71,25.41
74,124,89,26.71,25.37
77,122,92,26.71,25.41
79,129,92,26.71,25.37
79,129,92,26.71,25.41
81,126,90,26.71,25.37
81,124,86,26.71,25.41
79,123,83,26.71,25.37
75,122,80,26.71,25.41
69,122,78,26.71,25.37
65,120,75,26.71,25.41
61,119,75,26.71,25.37
59,119,70,26.71,25.41
59,117,68,26.71,25.37
59,116,70,26.71,25.41
58,115,71,26.71,25.37
56,116,73,26.71,25.41
57,117,71,26.71,25.37
56,121,75,26.71,25.41
59,121,77,26.71,25.37
67,120,78,26.71,25.41
72,122,78,26.71,25.37
73,124,79,26.71,25.41
76,125,80,26.71,25.37
79,124,82,26.71,25.41
78,127,82,26.71,25.37
78,126,84,26.71,25.41
66,104,72,26.71,25.37
66,109,68,26.71,25.41
64,110,64,26.71,25.37
66,108,67,26.71,25.41
61,110,70,26.71,25.37
61,111,66,26.71,25.41
60,109,70,26.71,25.37
60,107,69,26.71,25.41
58,108,68,26.71,25.37
55,108,67,26.71,25.41
56,108,64,26.71,25.37
57,107,65,26.71,25.41
55,109,67,26.71,25.37
53,112,67,26.71,25.41
57,111,63,26.71,25.37
54,112,61,26.71,25.41
56,110,66,26.71,25.37
59,107,67,26.71,25.41
58,108,66,26.71,25.37
55,110,68,26.71,25.41
53,113,68,26.71,25.37
58,113,69,26.71,25.41
56,115,68,26.71,25.37
58,113,71,26.71,25.41
59,113,74,26.71,25.37
59,115,73,26.71,25.41
60,113,74,26.71,25.37
62,112,74,26.71,25.41
64,113,75,26.71,25.37
66,114,77,26.71,25.41
66,117,78,26.71,25.37
72,117,80,26.71,25.41
71,116,81,26.71,25.37
72,118,79,26.71,25.41
74,118,75,26.71,25.37
73,119,75,26.71,25.41
68,119,78,26.71,25.37
66,117,81,26.71,25.41
67,116,79,26.71,25.37
70,114,75,26.71,25.41
67,114,73,26.71,25.37
62,113,69,26.71,25.41
61,110,72,26.71,25.37
58,108,72,26.71,25.41
56,106,67,26.71,25.37
50,105,68,26.71,25.41
47,105,61,26.71,25.37
45,101,59,26.71,25.41
43,102,62,26.71,25.37
43,103,62,26.71,25.41
43,104,62,26.71,25.37
38,109,63,26.71,25.41
38,109,67,26.71,25.37
40,109,68,26.71,25.41
42,111,68,26.71,25.37
45,114,72,26.71,25.41
55,115,78,26.71,25.37
61,121,83,26.71,25.41
66,126,88,26.71,25.37
71,129,92,26.71,25.41
77,127,96,26.71,25.37
80,127,96,26.71,25.41
78,129,97,26.71,25.37
75,128,94,26.71,25.41
73,129,94,26.71,25.37
71,128,94,26.71,25.41
69,128,94,26.71,25.37
65,128,91,26.71,25.41
69,126,86,26.71,25.37
70,125,84,26.71,25.41
67,125,84,26.71,25.37
69,124,84,26.71,25.41
71,125,82,26.71,25.37
72,126,84,26.71,25.41
76,125,89,26.71,25.37
77,124,94,26.71,25.41
81,128,93,26.71,25.37
84,129,91,26.71,25.41
84,128,91,26.71,25.37
84,125,91,26.71,25.41
80,125,87,26.71,25.37
75,123,82,26.71,25.41
74,122,80,26.71,25.37
70,119,76,26.71,25.41
61,121,73,26.71,25.37
62,120,71,26.71,25.41
59,119,67,26.71,25.37
57,118,71,26.71,25.41
57,115,72,26.71,25.37
59,113,70,26.71,25.41
54,118,74,26.71,25.37
56,119,72,26.71,25.41
62,119,77,26.71,25.37
64,122,75,26.71,25.41
70,122,80,26.71,25.37
72,123,80,26.71,25.41
75,124,80,26.71,25.37
78,125,82,26.71,25.41
76,126,84,26.71,25.37
78,125,84,26.71,25.41
65,106,70,26.71,25.37
63,107,68,26.71,25.41
67,108,63,26.71,25.37
66,106,66,26.71,25.41
64,107,68,26.71,25.37
62,107,69,26.71,25.41
62,105,68,26.71,25.37
60,107,66,26.71,25.41
58,108,63,26.71,25.37
57,107,62,26.71,25.41
59,107,62,26.71,25.37
58,108,62,26.71,25.41
54,111,63,26.71,25.37
54,113,65,26.71,25.41
55,112,66,26.71,25.37
58,110,63,26.71,25.41
58,111,70,26.71,25.37
59,111,73,26.71,25.41
58,111,72,26.71,25.37
56,114,70,26.71,25.41
54,116,70,26.71,25.37
56,116,71,26.71,25.41
57,115,69,26.71,25.37
59,114,72,26.71,25.41
64,113,75,26.71,25.37
62,115,75,26.71,25.41
65,116,75,26.71,25.37
65,115,76,26.71,25.41
70,115,80,26.71,25.37
72,117,80,26.71,25.41
72,119,79,26.71,25.37
75,119,80,26.71,25.41
75,118,82,26.71,25.37
75,119,82,26.71,25.41
78,119,80,26.71,25.37
78,116,81,26.71,25.41
71,119,82,26.71,25.37
70,117,78,26.71,25.41
71,116,78,26.71,25.37
73,112,74,26.71,25.41
67,113,73,26.71,25.37
59,114,68,26.71,25.41
60,111,71,26.71,25.37
58,107,69,26.71,25.41
53,103,68,26.71,25.37
48,102,64,26.71,25.41
44,101,64,26.71,25.37
42,101,63,26.71,25.41
43,102,62,26.71,25.37
43,103,61,26.71,25.41
44,103,67,26.71,25.37
42,104,65,26.71,25.41
41,105,66,26.71,25.37
39,110,69,26.71,25.41
39,113,70,26.71,25.37
45,115,75,26.71,25.41
56,116,78,26.71,25.37
63,124,86,26.71,25.41
69,127,89,26.71,25.37
74,129,93,26.71,25.41
76,130,97,26.71,25.37
79,129,100,26.71,25.41
82,129,93,26.71,25.37
83,130,92,26.71,25.41
79,128,95,26.71,25.37
76,127,95,26.71,25.41
73,127,94,26.71,25.37
70,127,92,26.71,25.41
72,127,86,26.71,25.37
74,124,85,26.71,25.41
72,122,85,26.71,25.37
72,123,85,26.71,25.41
75,123,82,26.71,25.37
75,127,84,26.71,25.41
77,125,88,26.71,25.37
78,128,94,26.71,25.41
80,130,95,26.71,25.37
85,129,91,26.71,25.41
87,129,92,26.71,25.37
82,128,91,26.71,25.41
78,126,90,26.71,25.37
78,123,86,26.71,25.41
77,120,83,26.71,25.37
69,119,78,26.71,25.41
64,120,76,26.71,25.37
64,120,74,26.71,25.41
59,120,70,26.71,25.37
54,119,71,26.71,25.41
53,116,72,26.71,25.37
55,115,69,26.71,25.41
58,116,69,26.71,25.37
60,116,73,26.71,25.41
64,117,77,26.71,25.37
65,120,79,26.71,25.41
69,121,81,26.71,25.37
73,121,81,26.71,25.41
76,122,81,26.71,25.37
77,124,85,26.71,25.41
79,124,87,26.71,25.37
79,123,85,26.71,25.41
59,108,67,26.71,25.37
61,107,68,26.71,25.41
61,105,67,26.71,25.37
61,108,63,26.71,25.41
61,107,64,26.71,25.37
62,103,70,26.71,25.41
63,103,65,26.71,25.37
59,107,62,26.71,25.41
54,109,62,26.71,25.37
55,109,61,26.71,25.41
60,107,62,26.71,25.37
61,107,64,26.71,25.41
58,110,64,26.71,25.37
54,113,65,26.71,25.41
55,114,68,26.71,25.37
57,110,68,26.71,25.41
60,111,71,26.71,25.37
61,112,71,26.71,25.41
60,113,73,26.71,25.37
60,115,72,26.71,25.41
57,116,72,26.71,25.37
57,116,72,26.71,25.41
60,118,71,26.71,25.37
62,117,75,26.71,25.41
64,118,78,26.71,25.37
68,117,76,26.71,25.41
69,118,74,26.71,25.37
70,118,77,26.71,25.41
74,118,81,26.71,25.37
76,118,84,26.71,25.41
76,120,82,26.71,25.37
77,120,85,26.71,25.41
79,119,84,26.71,25.37
81,118,81,26.71,25.41
80,116,83,26.71,25.37
80,114,86,26.71,25.41
77,113,84,26.71,25.37
73,116,81,26.71,25.41
72,115,78,26.71,25.37
73,112,75,26.71,25.41
72,109,74,26.71,25.37
63,111,70,26.71,25.41
58,110,66,26.71,25.37
54,105,64,26.71,25.41
49,103,60,26.71,25.37
47,104,57,26.71,25.41
