R,G,B,Drought_AmbientTemp,Drought_ObjectTemp
63,115,81,26.71,25.41
64,115,79,26.71,25.37
66,116,80,26.71,25.41
66,119,80,26.71,25.37
71,118,82,26.71,25.41
75,118,84,26.71,25.37
77,120,85,26.71,25.41
79,123,85,26.71,25.37
81,123,83,26.71,25.41
82,120,83,26.71,25.37
79,117,82,26.71,25.41
75,121,83,26.71,25.37
72,121,77,26.71,25.41
70,119,77,26.71,25.37
67,116,78,26.71,25.41
63,117,79,26.71,25.37
59,113,76,26.71,25.41
56,109,75,26.71,25.37
50,111,72,26.71,25.41
43,111,68,26.71,25.37
46,107,68,26.71,25.41
48,103,69,26.71,25.37
48,100,71,26.71,25.41
45,105,67,26.71,25.37
45,106,64,26.71,25.41
46,106,58,26.71,25.37
48,109,61,26.71,25.41
82,120,83,26.71,25.37
82,119,81,26.71,25.41
82,121,73,26.71,25.37
77,122,77,26.71,25.41
81,119,78,26.71,25.37
81,119,77,26.71,25.41
80,116,78,26.71,25.37
77,117,81,26.71,25.41
77,116,80,26.71,25.37
76,117,74,26.71,25.41
76,117,65,26.71,25.37
73,116,68,26.71,25.41
68,116,72,26.71,25.37
66,116,70,26.71,25.41
71,110,67,26.71,25.37
67,108,65,26.71,25.41
60,109,61,26.71,25.37
55,109,63,26.71,25.41
53,107,64,26.71,25.37
53,104,61,26.71,25.41
47,106,59,26.71,25.37
43,104,63,26.71,25.41
43,97,60,26.71,25.37
44,98,59,26.71,25.41
39,96,58,26.71,25.37
38,92,68,26.71,25.41
31,94,55,26.71,25.37
31,94,51,26.71,25.41
32,93,48,26.71,25.37
29,93,49,26.71,25.41
24,91,54,26.71,25.37
28,90,50,26.71,25.41
27,92,53,26.71,25.37
27,95,51,26.71,25.41
27,96,49,26.71,25.37
27,100,52,26.71,25.41
29,102,57,26.71,25.37
31,102,61,26.71,25.41
36,103,65,26.71,25.37
42,109,68,26.71,25.41
48,115,71,26.71,25.37
54,119,73,26.71,25.41
59,124,77,26.71,25.37
67,125,80,26.71,25.41
74,130,86,26.71,25.37
78,131,93,26.71,25.41
82,134,89,26.71,25.37
88,136,87,26.71,25.41
95,136,92,26.71,25.37
100,135,95,26.71,25.41
101,136,98,26.71,25.37
103,139,97,26.71,25.41
104,137,95,26.71,25.37
103,137,96,26.71,25.41
102,137,94,26.71,25.37
101,135,93,26.71,25.41
99,135,93,26.71,25.37
95,133,92,26.71,25.41
90,131,90,26.71,25.37
89,130,90,26.71,25.41
88,128,90,26.71,25.37
85,128,91,26.71,25.41
85,128,90,26.71,25.37
83,126,89,26.71,25.41
80,125,91,26.71,25.37
78,120,91,26.71,25.41
76,117,91,26.71,25.37
72,117,85,26.71,25.41
68,117,82,26.71,25.37
65,118,81,26.71,25.41
63,117,79,26.71,25.37
61,118,79,26.71,25.41
62,116,80,26.71,25.37
63,115,80,26.71,25.41
62,116,78,26.71,25.37
63,117,77,26.71,25.41
63,118,77,26.71,25.37
68,118,80,26.71,25.41
72,118,82,26.71,25.37
73,119,86,26.71,25.41
75,122,84,26.71,25.37
77,123,81,26.71,25.41
76,122,80,26.71,25.37
77,119,81,26.71,25.41
75,118,81,26.71,25.37
73,118,77,26.71,25.41
73,117,78,26.71,25.37
70,114,80,26.71,25.41
64,113,79,26.71,25.37
59,112,77,26.71,25.41
55,111,76,26.71,25.37
52,110,70,26.71,25.41
47,110,68,26.71,25.37
46,105,65,26.71,25.41
47,100,68,26.71,25.37
46,100,68,26.71,25.41
43,101,66,26.71,25.37
44,104,64,26.71,25.41
47,106,61,26.71,25.37
48,109,61,26.71,25.41
79,121,78,26.71,25.37
77,121,79,26.71,25.41
79,119,77,26.71,25.37
77,120,76,26.71,25.41
77,117,76,26.71,25.37
79,114,79,26.71,25.41
77,117,78,26.71,25.37
72,119,78,26.71,25.41
72,118,80,26.71,25.37
72,118,73,26.71,25.41
72,118,70,26.71,25.37
72,115,72,26.71,25.41
70,113,69,26.71,25.37
68,113,67,26.71,25.41
69,110,63,26.71,25.37
65,108,59,26.71,25.41
60,108,59,26.71,25.37
53,108,62,26.71,25.41
51,105,60,26.71,25.37
50,103,58,26.71,25.41
46,102,55,26.71,25.37
43,100,56,26.71,25.41
41,99,54,26.71,25.37
39,99,56,26.71,25.41
32,97,48,26.71,25.37
28,100,55,26.71,25.41
28,95,53,26.71,25.37
29,94,50,26.71,25.41
32,94,47,26.71,25.37
31,93,46,26.71,25.41
30,91,47,26.71,25.37
30,88,50,26.71,25.41
27,91,52,26.71,25.37
27,95,53,26.71,25.41
28,99,51,26.71,25.37
29,101,51,26.71,25.41
29,101,56,26.71,25.37
31,103,62,26.71,25.41
37,107,71,26.71,25.37
43,108,73,26.71,25.41
49,116,73,26.71,25.37
57,121,74,26.71,25.41
64,125,75,26.71,25.37
72,128,80,26.71,25.41
77,131,85,26.71,25.37
80,132,91,26.71,25.41
86,134,91,26.71,25.37
91,137,91,26.71,25.41
100,136,91,26.71,25.37
101,136,93,26.71,25.41
101,139,94,26.71,25.37
103,137,97,26.71,25.41
103,136,98,26.71,25.37
102,137,97,26.71,25.41
100,137,95,26.71,25.37
98,136,93,26.71,25.41
96,135,94,26.71,25.37
91,134,94,26.71,25.41
88,132,92,26.71,25.37
87,130,89,26.71,25.41
85,130,89,26.71,25.37
85,127,90,26.71,25.41
84,127,90,26.71,25.37
86,126,86,26.71,25.41
81,123,88,26.71,25.37
78,119,92,26.71,25.41
74,117,91,26.71,25.37
68,118,86,26.71,25.41
66,118,81,26.71,25.37
64,115,79,26.71,25.41
61,119,77,26.71,25.37
60,118,77,26.71,25.41
62,115,79,26.71,25.37
62,114,81,26.71,25.41
61,115,79,26.71,25.37
61,115,72,26.71,25.41
63,115,72,26.71,25.37
68,116,75,26.71,25.41
72,117,79,26.71,25.37
74,117,80,26.71,25.41
72,120,79,26.71,25.37
73,122,81,26.71,25.41
74,122,80,26.71,25.37
76,117,79,26.71,25.41
74,116,79,26.71,25.37
71,117,79,26.71,25.41
70,113,79,26.71,25.37
68,112,79,26.71,25.41
63,113,74,26.71,25.37
57,113,72,26.71,25.41
55,110,70,26.71,25.37
52,108,66,26.71,25.41
51,106,62,26.71,25.37
48,103,65,26.71,25.41
47,101,63,26.71,25.37
42,105,64,26.71,25.41
41,105,64,26.71,25.37
43,104,62,26.71,25.41
45,105,58,26.71,25.37
48,103,60,26.71,25.41
79,120,75,26.71,25.37
78,119,76,26.71,25.41
78,118,74,26.71,25.37
76,120,73,26.71,25.41
73,119,74,26.71,25.37
74,116,79,26.71,25.41
75,117,76,26.71,25.37
70,121,71,26.71,25.41
70,120,73,26.71,25.37
70,119,74,26.71,25.41
70,116,75,26.71,25.37
71,113,69,26.71,25.41
67,113,68,26.71,25.37
66,112,66,26.71,25.41
65,111,61,26.71,25.37
61,110,59,26.71,25.41
59,105,57,26.71,25.37
54,105,58,26.71,25.41
51,102,58,26.71,25.37
46,103,58,26.71,25.41
42,101,60,26.71,25.37
38,97,57,26.71,25.41
37,98,52,26.71,25.37
35,98,55,26.71,25.41
35,95,54,26.71,25.37
34,93,48,26.71,25.41
30,94,51,26.71,25.37
31,94,48,26.71,25.41
29,94,46,26.71,25.37
29,92,46,26.71,25.41
31,88,48,26.71,25.37
32,89,49,26.71,25.41
29,96,49,26.71,25.37
29,98,54,26.71,25.41
25,100,54,26.71,25.37
27,102,59,26.71,25.41
36,102,54,26.71,25.37
40,103,59,26.71,25.41
41,107,71,26.71,25.37
47,111,73,26.71,25.41
52,116,74,26.71,25.37
61,123,78,26.71,25.41
66,125,76,26.71,25.37
76,127,83,26.71,25.41
80,131,85,26.71,25.37
83,133,86,26.71,25.41
87,136,91,26.71,25.37
93,138,93,26.71,25.41
99,137,95,26.71,25.37
100,138,95,26.71,25.41
101,137,97,26.71,25.37
101,136,100,26.71,25.41
102,136,99,26.71,25.37
102,136,97,26.71,25.41
98,137,97,26.71,25.37
95,136,96,26.71,25.41
94,133,97,26.71,25.37
91,132,95,26.71,25.41
89,131,95,26.71,25.37
86,131,93,26.71,25.41
85,128,92,26.71,25.37
85,125,91,26.71,25.41
85,124,86,26.71,25.37
85,124,84,26.71,25.41
80,123,87,26.71,25.37
77,119,90,26.71,25.41
72,118,89,26.71,25.37
65,119,84,26.71,25.41
64,116,81,26.71,25.37
64,116,77,26.71,25.41
61,116,76,26.71,25.37
58,118,79,26.71,25.41
57,116,79,26.71,25.37
59,114,78,26.71,25.41
57,115,78,26.71,25.37
58,115,77,26.71,25.41
60,115,78,26.71,25.37
61,115,78,26.71,25.41
67,113,80,26.71,25.37
71,116,80,26.71,25.41
72,118,81,26.71,25.37
71,120,82,26.71,25.41
72,120,81,26.71,25.37
74,117,81,26.71,25.41
76,113,79,26.71,25.37
70,113,79,26.71,25.41
68,114,80,26.71,25.37
64,112,79,26.71,25.41
58,113,76,26.71,25.37
55,113,74,26.71,25.41
51,112,69,26.71,25.37
48,110,67,26.71,25.41
49,106,66,26.71,25.37
50,103,62,26.71,25.41
44,103,59,26.71,25.37
42,103,61,26.71,25.41
39,105,61,26.71,25.37
43,105,59,26.71,25.41
45,103,61,26.71,25.37
46,101,67,26.71,25.41
74,120,75,26.71,25.37
78,118,74,26.71,25.41
79,117,74,26.71,25.37
77,119,71,26.71,25.41
74,119,73,26.71,25.37
73,118,75,26.71,25.41
74,117,74,26.71,25.37
73,118,71,26.71,25.41
71,119,67,26.71,25.37
71,116,71,26.71,25.41
70,112,72,26.71,25.37
68,113,71,26.71,25.41
64,113,68,26.71,25.37
63,111,65,26.71,25.41
60,111,61,26.71,25.37
59,110,57,26.71,25.41
59,105,56,26.71,25.37
52,104,58,26.71,25.41
49,100,56,26.71,25.37
49,101,50,26.71,25.41
45,99,46,26.71,25.37
38,98,55,26.71,25.41
40,95,52,26.71,25.37
40,92,52,26.71,25.41
37,89,51,26.71,25.37
37,90,47,26.71,25.41
35,93,47,26.71,25.37
30,94,49,26.71,25.41
31,92,46,26.71,25.37
33,92,48,26.71,25.41
28,92,52,26.71,25.37
31,95,49,26.71,25.41
31,98,47,26.71,25.37
30,100,50,26.71,25.41
28,102,53,26.71,25.37
32,101,59,26.71,25.41
40,103,60,26.71,25.37
43,105,62,26.71,25.41
48,110,66,26.71,25.37
51,116,71,26.71,25.41
53,119,77,26.71,25.37
62,122,82,26.71,25.41
70,127,84,26.71,25.37
78,128,90,26.71,25.41
83,131,91,26.71,25.37
88,134,90,26.71,25.41
92,137,87,26.71,25.37
93,139,93,26.71,25.41
98,138,96,26.71,25.37
101,138,99,26.71,25.41
100,138,101,26.71,25.37
100,138,101,26.71,25.41
100,137,98,26.71,25.37
101,134,95,26.71,25.41
98,132,97,26.71,25.37
94,133,100,26.71,25.41
92,131,98,26.71,25.37
92,131,94,26.71,25.41
88,130,93,26.71,25.37
84,129,94,26.71,25.41
84,128,92,26.71,25.37
83,125,89,26.71,25.41
83,122,86,26.71,25.37
83,122,86,26.71,25.41
81,120,85,26.71,25.37
77,120,87,26.71,25.41
71,119,89,26.71,25.37
65,119,86,26.71,25.41
63,117,78,26.71,25.37
62,116,77,26.71,25.41
61,117,78,26.71,25.37
56,117,79,26.71,25.41
57,116,79,26.71,25.37
56,114,75,26.71,25.41
54,116,75,26.71,25.37
56,115,77,26.71,25.41
58,114,77,26.71,25.37
61,113,78,26.71,25.41
69,112,80,26.71,25.37
70,114,82,26.71,25.41
69,118,78,26.71,25.37
70,120,77,26.71,25.41
70,120,79,26.71,25.37
72,117,79,26.71,25.41
75,112,80,26.71,25.37
70,112,82,26.71,25.41
65,113,80,26.71,25.37
60,114,77,26.71,25.41
57,113,78,26.71,25.37
54,111,74,26.71,25.41
49,111,69,26.71,25.37
47,108,65,26.71,25.41
51,104,60,26.71,25.37
45,105,57,26.71,25.41
39,105,53,26.71,25.37
40,105,57,26.71,25.41
36,107,56,26.71,25.37
40,103,59,26.71,25.41
42,103,59,26.71,25.37
42,103,65,26.71,25.41
69,120,74,26.71,25.37
74,118,75,26.71,25.41
74,116,74,26.71,25.37
73,118,72,26.71,25.41
71,119,72,26.71,25.37
74,118,72,26.71,25.41
73,115,73,26.71,25.37
72,114,73,26.71,25.41
74,113,69,26.71,25.37
71,114,73,26.71,25.41
71,110,68,26.71,25.37
70,107,66,26.71,25.41
62,111,65,26.71,25.37
61,109,65,26.71,25.41
59,108,60,26.71,25.37
59,107,56,26.71,25.41
55,103,58,26.71,25.37
49,103,57,26.71,25.41
42,102,55,26.71,25.37
42,100,54,26.71,25.41
42,100,54,26.71,25.37
38,97,53,26.71,25.41
40,94,51,26.71,25.37
39,92,49,26.71,25.41
36,92,47,26.71,25.37
35,91,47,26.71,25.41
29,92,46,26.71,25.37
26,92,46,26.71,25.41
33,90,46,26.71,25.37
31,92,47,26.71,25.41
25,94,55,26.71,25.37
28,95,53,26.71,25.41
30,98,49,26.71,25.37
30,101,53,26.71,25.41
31,102,57,26.71,25.37
33,102,58,26.71,25.41
38,105,59,26.71,25.37
42,110,66,26.71,25.41
52,113,63,26.71,25.37
51,117,72,26.71,25.41
58,119,81,26.71,25.37
65,121,82,26.71,25.41
75,127,80,26.71,25.37
79,129,84,26.71,25.41
84,130,92,26.71,25.37
88,135,94,26.71,25.41
94,138,90,26.71,25.37
96,140,93,26.71,25.41
100,139,96,26.71,25.37
103,139,99,26.71,25.41
102,139,100,26.71,25.37
99,138,99,26.71,25.41
97,138,97,26.71,25.37
99,134,96,26.71,25.41
98,130,97,26.71,25.37
95,130,97,26.71,25.41
93,130,96,26.71,25.37
89,131,90,26.71,25.41
88,129,87,26.71,25.37
85,129,89,26.71,25.41
84,128,87,26.71,25.37
82,126,86,26.71,25.41
81,124,87,26.71,25.37
79,122,87,26.71,25.41
80,119,84,26.71,25.37
72,120,87,26.71,25.41
65,121,88,26.71,25.37
64,120,82,26.71,25.41
61,118,73,26.71,25.37
62,115,76,26.71,25.41
59,115,80,26.71,25.37
54,116,79,26.71,25.41
56,115,80,26.71,25.37
56,114,74,26.71,25.41
57,114,73,26.71,25.37
55,114,76,26.71,25.41
55,115,75,26.71,25.37
58,115,76,26.71,25.41
63,114,81,26.71,25.37
70,114,82,26.71,25.41
71,117,77,26.71,25.37
71,120,74,26.71,25.41
72,118,78,26.71,25.37
70,118,79,26.71,25.41
70,114,81,26.71,25.37
69,113,80,26.71,25.41
64,115,78,26.71,25.37
60,115,75,26.71,25.41
59,111,75,26.71,25.37
57,109,72,26.71,25.41
54,108,67,26.71,25.37
51,106,63,26.71,25.41
47,105,62,26.71,25.37
44,103,61,26.71,25.41
41,103,55,26.71,25.37
41,103,54,26.71,25.41
39,103,54,26.71,25.37
39,105,53,26.71,25.41
39,105,56,26.71,25.37
41,105,60,26.71,25.41
65,120,71,26.71,25.37
68,118,75,26.71,25.41
70,117,73,26.71,25.37
70,117,73,26.71,25.41
67,117,72,26.71,25.37
69,115,71,26.71,25.41
69,114,73,26.71,25.37
70,113,72,26.71,25.41
66,112,73,26.71,25.37
68,109,69,26.71,25.41
69,107,62,26.71,25.37
68,107,62,26.71,25.41
62,109,63,26.71,25.37
57,108,65,26.71,25.41
56,105,63,26.71,25.37
55,103,58,26.71,25.41
51,102,58,26.71,25.37
45,100,56,26.71,25.41
42,100,55,26.71,25.37
40,99,55,26.71,25.41
35,99,55,26.71,25.37
34,97,58,26.71,25.41
33,95,50,26.71,25.37
32,95,47,26.71,25.41
30,95,47,26.71,25.37
29,94,49,26.71,25.41
29,94,47,26.71,25.37
29,93,44,26.71,25.41
33,91,45,26.71,25.37
29,92,54,26.71,25.41
29,92,55,26.71,25.37
32,96,53,26.71,25.41
34,96,47,26.71,25.37
30,100,57,26.71,25.41
32,100,58,26.71,25.37
34,104,60,26.71,25.41
39,107,63,26.71,25.37
44,110,69,26.71,25.41
47,115,73,26.71,25.37
52,118,75,26.71,25.41
60,120,81,26.71,25.37
64,123,85,26.71,25.41
75,129,81,26.71,25.37
80,130,84,26.71,25.41
85,132,95,26.71,25.37
90,135,96,26.71,25.41
94,137,92,26.71,25.37
96,140,94,26.71,25.41
99,141,97,26.71,25.37
98,141,102,26.71,25.41
100,139,100,26.71,25.37
100,138,97,26.71,25.41
98,136,94,26.71,25.37
96,134,90,26.71,25.41
92,133,93,26.71,25.37
91,132,93,26.71,25.41
91,131,92,26.71,25.37
90,129,89,26.71,25.41
87,128,89,26.71,25.37
87,127,88,26.71,25.41
84,125,87,26.71,25.37
82,123,88,26.71,25.41
79,121,86,26.71,25.37
77,121,83,26.71,25.41
73,121,82,26.71,25.37
68,120,85,26.71,25.41
63,119,85,26.71,25.37
62,120,82,26.71,25.41
59,116,76,26.71,25.37
55,114,78,26.71,25.41
55,115,79,26.71,25.37
56,113,79,26.71,25.41
55,113,77,26.71,25.37
55,113,73,26.71,25.41
56,112,72,26.71,25.37
55,114,76,26.71,25.41
54,115,76,26.71,25.37
56,116,77,26.71,25.41
61,117,78,26.71,25.37
67,115,78,26.71,25.41
72,115,78,26.71,25.37
72,118,78,26.71,25.41
72,118,79,26.71,25.37
71,115,80,26.71,25.41
67,116,80,26.71,25.37
65,117,79,26.71,25.41
63,115,76,26.71,25.37
60,113,75,26.71,25.41
59,110,73,26.71,25.37
59,108,69,26.71,25.41
53,108,66,26.71,25.37
50,107,61,26.71,25.41
45,107,61,26.71,25.37
41,103,62,26.71,25.41
40,103,57,26.71,25.37
41,99,55,26.71,25.41
41,97,57,26.71,25.37
40,101,56,26.71,25.41
39,101,57,26.71,25.37
39,103,60,26.71,25.41
68,117,70,26.71,25.37
64,117,72,26.71,25.41
64,116,74,26.71,25.37
65,116,74,26.71,25.41
65,115,73,26.71,25.37
62,115,75,26.71,25.41
66,114,70,26.71,25.37
69,111,69,26.71,25.41
69,109,68,26.71,25.37
66,107,68,26.71,25.41
67,106,61,26.71,25.37
63,107,62,26.71,25.41
58,108,64,26.71,25.37
54,108,66,26.71,25.41
52,104,62,26.71,25.37
52,102,61,26.71,25.41
50,100,59,26.71,25.37
45,95,60,26.71,25.41
43,96,56,26.71,25.37
40,97,55,26.71,25.41
36,97,56,26.71,25.37
33,92,59,26.71,25.41
36,92,56,26.71,25.37
29,94,51,26.71,25.41
28,95,48,26.71,25.37
29,93,46,26.71,25.41
28,92,48,26.71,25.37
29,93,48,26.71,25.41
28,95,49,26.71,25.37
26,94,55,26.71,25.41
30,94,56,26.71,25.37
34,96,52,26.71,25.41
33,98,52,26.71,25.37
30,99,54,26.71,25.41
34,103,62,26.71,25.37
35,106,65,26.71,25.41
39,109,67,26.71,25.37
44,113,69,26.71,25.41
50,114,74,26.71,25.37
55,118,79,26.71,25.41
62,121,82,26.71,25.37
64,126,85,26.71,25.41
71,129,87,26.71,25.37
81,129,93,26.71,25.41
84,132,95,26.71,25.37
88,136,95,26.71,25.41
96,137,95,26.71,25.37
99,137,97,26.71,25.41
100,139,95,26.71,25.37
97,141,99,26.71,25.41
99,138,98,26.71,25.37
100,136,96,26.71,25.41
97,135,92,26.71,25.37
94,135,90,26.71,25.41
89,134,93,26.71,25.37
88,132,91,26.71,25.41
88,131,89,26.71,25.37
88,127,88,26.71,25.41
86,126,89,26.71,25.37
86,123,87,26.71,25.41
82,124,87,26.71,25.37
79,121,88,26.71,25.41
80,119,86,26.71,25.37
78,120,80,26.71,25.41
72,120,80,26.71,25.37
64,121,82,26.71,25.41
62,119,85,26.71,25.37
60,117,80,26.71,25.41
57,113,79,26.71,25.37
54,112,79,26.71,25.41
54,110,81,26.71,25.37
53,110,80,26.71,25.41
51,110,75,26.71,25.37
54,110,70,26.71,25.41
53,112,70,26.71,25.37
53,113,73,26.71,25.41
55,115,76,26.71,25.37
59,115,79,26.71,25.41
61,116,78,26.71,25.37
63,117,78,26.71,25.41
69,117,78,26.71,25.37
72,118,77,26.71,25.41
71,117,79,26.71,25.37
69,116,80,26.71,25.41
66,117,80,26.71,25.37
62,116,80,26.71,25.41
60,115,76,26.71,25.37
59,114,72,26.71,25.41
59,111,70,26.71,25.37
58,110,69,26.71,25.41
47,109,67,26.71,25.37
44,106,62,26.71,25.41
42,104,61,26.71,25.37
40,103,62,26.71,25.41
38,101,61,26.71,25.37
38,98,57,26.71,25.41
39,96,55,26.71,25.37
36,100,52,26.71,25.41
36,104,57,26.71,25.37
40,104,58,26.71,25.41
66,113,70,26.71,25.37
63,115,70,26.71,25.41
64,114,70,26.71,25.37
66,113,71,26.71,25.41
66,113,71,26.71,25.37
62,114,74,26.71,25.41
61,114,70,26.71,25.37
62,111,66,26.71,25.41
62,108,66,26.71,25.37
63,105,65,26.71,25.41
60,105,66,26.71,25.37
54,109,63,26.71,25.41
54,105,64,26.71,25.37
53,103,64,26.71,25.41
51,103,61,26.71,25.37
47,100,60,26.71,25.41
43,98,57,26.71,25.37
42,94,59,26.71,25.41
40,97,55,26.71,25.37
39,96,56,26.71,25.41
40,94,54,26.71,25.37
35,94,55,26.71,25.41
37,92,51,26.71,25.37
33,93,54,26.71,25.41
29,95,49,26.71,25.37
27,93,49,26.71,25.41
29,91,51,26.71,25.37
32,91,44,26.71,25.41
28,94,47,26.71,25.37
29,95,49,26.71,25.41
35,97,51,26.71,25.37
33,100,49,26.71,25.41
33,99,55,26.71,25.37
32,99,55,26.71,25.41
33,104,65,26.71,25.37
36,104,68,26.71,25.41
42,109,68,26.71,25.37
46,114,68,26.71,25.41
50,117,74,26.71,25.37
55,119,81,26.71,25.41
61,122,84,26.71,25.37
68,125,84,26.71,25.41
70,129,86,26.71,25.37
79,129,93,26.71,25.41
83,132,94,26.71,25.37
89,137,94,26.71,25.41
97,136,97,26.71,25.37
100,136,97,26.71,25.41
101,138,94,26.71,25.37
99,139,94,26.71,25.41
99,137,95,26.71,25.37
98,135,95,26.71,25.41
95,137,95,26.71,25.37
92,135,93,26.71,25.41
90,133,91,26.71,25.37
89,133,88,26.71,25.41
88,131,88,26.71,25.37
85,128,89,26.71,25.41
82,126,86,26.71,25.37
82,124,84,26.71,25.41
79,123,85,26.71,25.37
74,123,87,26.71,25.41
78,120,83,26.71,25.37
79,118,79,26.71,25.41
72,119,78,26.71,25.37
63,120,81,26.71,25.41
61,117,82,26.71,25.37
58,114,81,26.71,25.41
54,111,80,26.71,25.37
52,110,77,26.71,25.41
50,110,78,26.71,25.37
50,109,77,26.71,25.41
50,110,72,26.71,25.37
49,109,71,26.71,25.41
46,115,74,26.71,25.37
49,112,73,26.71,25.41
58,110,75,26.71,25.37
63,112,76,26.71,25.41
62,115,78,26.71,25.37
61,119,81,26.71,25.41
65,118,79,26.71,25.37
67,119,78,26.71,25.41
66,118,80,26.71,25.37
66,116,81,26.71,25.41
63,115,82,26.71,25.37
63,114,80,26.71,25.41
60,115,78,26.71,25.37
58,114,72,26.71,25.41
55,113,71,26.71,25.37
53,109,72,26.71,25.41
46,107,69,26.71,25.37
42,105,69,26.71,25.41
40,106,66,26.71,25.37
35,106,61,26.71,25.41
36,102,55,26.71,25.37
36,100,55,26.71,25.41
35,98,53,26.71,25.37
32,99,56,26.71,25.41
36,102,54,26.71,25.37
41,103,51,26.71,25.41
64,113,69,26.71,25.37
64,114,67,26.71,25.41
60,115,69,26.71,25.37
64,114,66,26.71,25.41
66,109,68,26.71,25.37
62,111,69,26.71,25.41
55,112,69,26.71,25.37
54,112,67,26.71,25.41
59,108,63,26.71,25.37
64,104,62,26.71,25.41
50,107,65,26.71,25.37
49,108,63,26.71,25.41
50,105,61,26.71,25.37
46,104,60,26.71,25.41
45,103,58,26.71,25.37
45,100,59,26.71,25.41
41,98,59,26.71,25.37
39,97,52,26.71,25.41
39,96,54,26.71,25.37
37,95,58,26.71,25.41
38,96,55,26.71,25.37
38,95,49,26.71,25.41
38,94,49,26.71,25.37
40,91,51,26.71,25.41
35,91,53,26.71,25.37
28,94,52,26.71,25.41
26,93,49,26.71,25.37
28,94,46,26.71,25.41
27,98,51,26.71,25.37
31,97,48,26.71,25.41
30,99,47,26.71,25.37
30,101,55,26.71,25.41
35,101,54,26.71,25.37
30,105,62,26.71,25.41
29,106,65,26.71,25.37
38,106,69,26.71,25.41
46,109,67,26.71,25.37
48,115,69,26.71,25.41
53,119,78,26.71,25.37
61,119,81,26.71,25.41
67,121,81,26.71,25.37
72,124,84,26.71,25.41
74,128,86,26.71,25.37
77,132,87,26.71,25.41
83,133,92,26.71,25.37
90,133,93,26.71,25.41
98,134,94,26.71,25.37
98,137,95,26.71,25.41
97,138,97,26.71,25.37
99,138,94,26.71,25.41
98,137,92,26.71,25.37
96,136,94,26.71,25.41
95,135,94,26.71,25.37
92,135,94,26.71,25.41
90,133,91,26.71,25.37
89,132,89,26.71,25.41
87,130,88,26.71,25.37
81,129,85,26.71,25.41
78,126,83,26.71,25.37
78,126,81,26.71,25.41
77,124,83,26.71,25.37
73,121,86,26.71,25.41
78,117,82,26.71,25.37
79,117,78,26.71,25.41
71,119,79,26.71,25.37
62,118,81,26.71,25.41
60,117,81,26.71,25.37
56,114,79,26.71,25.41
53,111,76,26.71,25.37
50,110,74,26.71,25.41
48,109,75,26.71,25.37
49,108,70,26.71,25.41
50,109,72,26.71,25.37
48,108,72,26.71,25.41
49,112,70,26.71,25.37
52,112,70,26.71,25.41
58,110,75,26.71,25.37
60,113,75,26.71,25.41
62,115,76,26.71,25.37
62,119,75,26.71,25.41
64,119,76,26.71,25.37
63,119,79,26.71,25.41
62,117,79,26.71,25.37
62,115,81,26.71,25.41
60,115,79,26.71,25.37
59,115,78,26.71,25.41
58,113,78,26.71,25.37
56,113,74,26.71,25.41
56,111,73,26.71,25.37
53,109,68,26.71,25.41
48,108,69,26.71,25.37
45,104,65,26.71,25.41
37,106,64,26.71,25.37
33,104,59,26.71,25.41
35,100,51,26.71,25.37
29,101,50,26.71,25.41
30,100,54,26.71,25.37
31,99,59,26.71,25.41
34,99,56,26.71,25.37
40,101,50,26.71,25.41
58,115,70,26.71,25.37
61,113,68,26.71,25.41
59,114,69,26.71,25.37
62,112,65,26.71,25.41
62,111,63,26.71,25.37
61,111,65,26.71,25.41
60,110,66,26.71,25.37
58,109,65,26.71,25.41
57,107,65,26.71,25.37
51,107,64,26.71,25.41
49,106,63,26.71,25.37
51,103,64,26.71,25.41
49,103,60,26.71,25.37
46,103,58,26.71,25.41
45,102,58,26.71,25.37
46,99,57,26.71,25.41
40,99,60,26.71,25.37
38,97,56,26.71,25.41
36,97,50,26.71,25.37
35,97,56,26.71,25.41
38,96,53,26.71,25.37
39,97,48,26.71,25.41
38,96,47,26.71,25.37
39,95,47,26.71,25.41
32,91,51,26.71,25.37
29,91,50,26.71,25.41
26,95,50,26.71,25.37
26,97,49,26.71,25.41
35,95,46,26.71,25.37
35,94,46,26.71,25.41
33,100,47,26.71,25.37
38,99,54,26.71,25.41
35,102,59,26.71,25.37
31,105,64,26.71,25.41
32,109,66,26.71,25.37
38,111,67,26.71,25.41
43,113,70,26.71,25.37
47,117,72,26.71,25.41
55,121,73,26.71,25.37
62,120,78,26.71,25.41
68,121,81,26.71,25.37
71,124,84,26.71,25.41
79,127,87,26.71,25.37
78,131,86,26.71,25.41
84,132,91,26.71,25.37
89,133,97,26.71,25.41
93,135,95,26.71,25.37
94,137,94,26.71,25.41
93,137,97,26.71,25.37
94,135,96,26.71,25.41
95,136,96,26.71,25.37
94,135,95,26.71,25.41
94,133,96,26.71,25.37
92,133,94,26.71,25.41
90,132,93,26.71,25.37
89,130,90,26.71,25.41
83,128,89,26.71,25.37
80,126,87,26.71,25.41
78,123,84,26.71,25.37
77,124,82,26.71,25.41
74,122,82,26.71,25.37
73,120,83,26.71,25.41
76,116,81,26.71,25.37
76,114,80,26.71,25.41
68,115,81,26.71,25.37
64,115,81,26.71,25.41
60,115,80,26.71,25.37
60,112,73,26.71,25.41
57,110,71,26.71,25.37
52,109,72,26.71,25.41
