Index,Row,Col,R,G,B
918,9,18,61,110,69
919,9,19,59,111,70
920,9,20,63,111,74
921,9,21,65,111,77
922,9,22,65,113,72
923,9,23,67,114,73
924,9,24,64,111,77
925,9,25,63,113,78
926,9,26,66,110,76
927,9,27,63,111,75
928,9,28,62,109,72
929,9,29,61,108,70
930,9,30,58,109,69
931,9,31,59,109,69
932,9,32,57,109,70
933,9,33,54,111,70
934,9,34,56,109,68
935,9,35,54,108,70
936,9,36,53,109,71
937,9,37,57,108,69
938,9,38,63,106,66
939,9,39,63,108,69
940,9,40,63,109,70
941,9,41,62,110,71
942,9,42,64,110,73
943,9,43,66,110,71
944,9,44,68,109,71
945,9,45,73,107,71
946,9,46,72,108,67
947,9,47,67,110,69
948,9,48,59,110,73
949,9,49,58,108,74
950,9,50,62,105,72
951,9,51,57,106,71
952,9,52,55,107,65
953,9,53,52,106,61
954,9,54,51,107,61
955,9,55,47,105,61
956,9,56,47,105,59
957,9,57,47,104,61
958,9,58,44,105,61
959,9,59,42,106,61
960,9,60,40,105,60
961,9,61,38,104,63
962,9,62,34,104,64
963,9,63,36,104,62
964,9,64,35,105,67
965,9,65,33,109,69
966,9,66,35,110,69
967,9,67,39,109,70
968,9,68,41,110,73
969,9,69,39,114,75
970,9,70,40,117,76
971,9,71,43,120,80
972,9,72,41,126,84
973,9,73,44,127,86
974,9,74,46,125,90
975,9,75,49,125,93
976,9,76,49,127,90
977,9,77,47,129,85
978,9,78,46,129,83
979,9,79,47,129,82
980,9,80,48,127,84
981,9,81,49,125,82
982,9,82,47,124,81
983,9,83,47,123,79
984,9,84,42,121,76
985,9,85,40,119,77
986,9,86,41,121,75
987,9,87,43,117,75
988,9,88,44,116,74
989,9,89,44,114,73
990,9,90,45,112,73
991,9,91,41,110,73
992,9,92,40,111,68
993,9,93,41,107,65
994,9,94,41,106,68
995,9,95,35,107,65
996,9,96,32,104,67
997,9,97,33,102,67
998,9,98,33,101,61
999,9,99,28,99,56
1000,10,0,91,120,81
1001,10,1,84,122,84
1002,10,2,81,123,85
1003,10,3,80,122,84
1004,10,4,78,123,81
1005,10,5,77,120,83
1006,10,6,77,120,80
1007,10,7,74,121,75
1008,10,8,71,121,71
1009,10,9,69,118,70
1010,10,10,66,114,72
1011,10,11,64,113,72
1012,10,12,62,111,73
1013,10,13,62,110,69
1014,10,14,62,110,67
1015,10,15,64,107,65
1016,10,16,60,108,66
1017,10,17,58,111,67
1018,10,18,61,110,69
1019,10,19,62,113,75
1020,10,20,65,113,76
1021,10,21,66,113,77
1022,10,22,67,114,77
1023,10,23,69,114,77
1024,10,24,65,116,78
1025,10,25,68,115,76
1026,10,26,68,113,74
1027,10,27,65,112,75
1028,10,28,63,112,75
1029,10,29,63,111,73
1030,10,30,61,109,72
1031,10,31,62,109,72
1032,10,32,61,108,71
1033,10,33,57,111,71
1034,10,34,56,109,71
1035,10,35,54,108,72
1036,10,36,53,110,70
1037,10,37,58,108,69
1038,10,38,63,107,69
1039,10,39,63,108,71
1040,10,40,60,112,68
1041,10,41,61,112,69
1042,10,42,66,112,68
1043,10,43,70,112,66
1044,10,44,72,111,70
1045,10,45,72,109,75
1046,10,46,70,109,71
1047,10,47,67,110,70
1048,10,48,62,112,72
1049,10,49,60,108,73
1050,10,50,60,108,70
1051,10,51,58,108,65
1052,10,52,56,108,66
1053,10,53,54,107,63
1054,10,54,49,104,63
1055,10,55,47,103,67
1056,10,56,45,104,66
1057,10,57,41,105,64
1058,10,58,40,105,61
1059,10,59,43,103,58
1060,10,60,38,104,60
1061,10,61,34,105,61
1062,10,62,35,104,59
1063,10,63,35,105,60
1064,10,64,38,105,62
1065,10,65,36,108,69
1066,10,66,36,109,69
1067,10,67,40,109,71
1068,10,68,38,113,73
1069,10,69,39,115,76
1070,10,70,40,118,79
