R,G,B,Drought_AmbientTemp,Drought_ObjectTemp,Delta_T,CWSI
77,122,76,26.71,25.37,-1.34,0.986
80,118,78,26.71,25.41,-1.3000000000000007,1.0
79,119,76,26.71,25.37,-1.34,0.986
78,118,74,26.71,25.41,-1.3000000000000007,1.0
74,118,75,26.71,25.37,-1.34,0.986
69,119,73,26.71,25.41,-1.3000000000000007,1.0
67,115,74,26.71,25.37,-1.34,0.986
65,112,75,26.71,25.41,-1.3000000000000007,1.0
62,113,75,26.71,25.37,-1.34,0.986
58,111,72,26.71,25.41,-1.3000000000000007,1.0
59,108,69,26.71,25.37,-1.34,0.986
57,101,62,26.71,25.41,-1.3000000000000007,1.0
55,103,65,26.71,25.37,-1.34,0.986
53,101,64,26.71,25.41,-1.3000000000000007,1.0
51,99,63,26.71,25.37,-1.34,0.986
47,98,63,26.71,25.41,-1.3000000000000007,1.0
43,100,58,26.71,25.37,-1.34,0.986
38,100,53,26.71,25.41,-1.3000000000000007,1.0
36,98,53,26.71,25.37,-1.34,0.986
32,96,49,26.71,25.41,-1.3000000000000007,1.0
28,94,51,26.71,25.37,-1.34,0.986
27,95,51,26.71,25.41,-1.3000000000000007,1.0
24,95,50,26.71,25.37,-1.34,0.986
25,95,50,26.71,25.41,-1.3000000000000007,1.0
26,96,50,26.71,25.37,-1.34,0.986
28,97,50,26.71,25.41,-1.3000000000000007,1.0
26,99,50,26.71,25.37,-1.34,0.986
29,98,55,26.71,25.41,-1.3000000000000007,1.0
32,103,58,26.71,25.37,-1.34,0.986
38,106,65,26.71,25.41,-1.3000000000000007,1.0
41,109,70,26.71,25.37,-1.34,0.986
49,118,72,26.71,25.41,-1.3000000000000007,1.0
58,119,75,26.71,25.37,-1.34,0.986
66,123,78,26.71,25.41,-1.3000000000000007,1.0
75,128,82,26.71,25.37,-1.34,0.986
81,128,85,26.71,25.41,-1.3000000000000007,1.0
85,129,89,26.71,25.37,-1.34,0.986
87,133,94,26.71,25.41,-1.3000000000000007,1.0
89,134,95,26.71,25.37,-1.34,0.986
92,135,91,26.71,25.41,-1.3000000000000007,1.0
94,138,95,26.71,25.37,-1.34,0.986
97,136,96,26.71,25.41,-1.3000000000000007,1.0
100,134,93,26.71,25.37,-1.34,0.986
99,134,96,26.71,25.41,-1.3000000000000007,1.0
98,134,97,26.71,25.37,-1.34,0.986
95,135,96,26.71,25.41,-1.3000000000000007,1.0
93,136,93,26.71,25.37,-1.34,0.986
92,134,90,26.71,25.41,-1.3000000000000007,1.0
92,133,89,26.71,25.37,-1.34,0.986
93,131,88,26.71,25.41,-1.3000000000000007,1.0
91,130,86,26.71,25.37,-1.34,0.986
87,131,91,26.71,25.41,-1.3000000000000007,1.0
83,130,93,26.71,25.37,-1.34,0.986
83,126,89,26.71,25.41,-1.3000000000000007,1.0
80,125,88,26.71,25.37,-1.34,0.986
74,123,89,26.71,25.41,-1.3000000000000007,1.0
71,121,89,26.71,25.37,-1.34,0.986
72,117,84,26.71,25.41,-1.3000000000000007,1.0
72,118,79,26.71,25.37,-1.34,0.986
70,118,79,26.71,25.41,-1.3000000000000007,1.0
72,116,81,26.71,25.37,-1.34,0.986
71,117,81,26.71,25.41,-1.3000000000000007,1.0
69,120,84,26.71,25.37,-1.34,0.986
72,122,84,26.71,25.41,-1.3000000000000007,1.0
74,123,84,26.71,25.37,-1.34,0.986
80,122,83,26.71,25.41,-1.3000000000000007,1.0
82,123,84,26.71,25.37,-1.34,0.986
84,126,86,26.71,25.41,-1.3000000000000007,1.0
89,125,88,26.71,25.37,-1.34,0.986
89,124,89,26.71,25.41,-1.3000000000000007,1.0
85,126,90,26.71,25.37,-1.34,0.986
82,129,87,26.71,25.41,-1.3000000000000007,1.0
83,128,84,26.71,25.37,-1.34,0.986
84,127,83,26.71,25.41,-1.3000000000000007,1.0
78,124,89,26.71,25.37,-1.34,0.986
72,120,90,26.71,25.41,-1.3000000000000007,1.0
70,121,84,26.71,25.37,-1.34,0.986
66,117,78,26.71,25.41,-1.3000000000000007,1.0
62,114,75,26.71,25.37,-1.34,0.986
55,112,70,26.71,25.41,-1.3000000000000007,1.0
53,110,67,26.71,25.37,-1.34,0.986
55,106,69,26.71,25.41,-1.3000000000000007,1.0
53,106,66,26.71,25.37,-1.34,0.986
51,109,66,26.71,25.41,-1.3000000000000007,1.0
52,110,73,26.71,25.37,-1.34,0.986
51,110,71,26.71,25.41,-1.3000000000000007,1.0
52,111,68,26.71,25.37,-1.34,0.986
53,110,72,26.71,25.41,-1.3000000000000007,1.0
89,125,82,26.71,25.37,-1.34,0.986
87,124,80,26.71,25.41,-1.3000000000000007,1.0
83,125,82,26.71,25.37,-1.34,0.986
81,124,84,26.71,25.41,-1.3000000000000007,1.0
80,122,85,26.71,25.37,-1.34,0.986
78,123,82,26.71,25.41,-1.3000000000000007,1.0
81,121,79,26.71,25.37,-1.34,0.986
80,121,80,26.71,25.41,-1.3000000000000007,1.0
79,120,79,26.71,25.37,-1.34,0.986
78,119,80,26.71,25.41,-1.3000000000000007,1.0
77,118,81,26.71,25.37,-1.34,0.986
76,118,79,26.71,25.41,-1.3000000000000007,1.0
78,116,77,26.71,25.37,-1.34,0.986
79,115,76,26.71,25.41,-1.3000000000000007,1.0
80,115,73,26.71,25.37,-1.34,0.986
76,116,73,26.71,25.41,-1.3000000000000007,1.0
73,115,72,26.71,25.37,-1.34,0.986
67,116,71,26.71,25.41,-1.3000000000000007,1.0
66,114,71,26.71,25.37,-1.34,0.986
65,109,72,26.71,25.41,-1.3000000000000007,1.0
59,110,73,26.71,25.37,-1.34,0.986
55,109,68,26.71,25.41,-1.3000000000000007,1.0
54,105,68,26.71,25.37,-1.34,0.986
56,102,63,26.71,25.41,-1.3000000000000007,1.0
51,103,60,26.71,25.37,-1.34,0.986
47,101,58,26.71,25.41,-1.3000000000000007,1.0
46,97,60,26.71,25.37,-1.34,0.986
45,96,60,26.71,25.41,-1.3000000000000007,1.0
42,97,57,26.71,25.37,-1.34,0.986
37,97,54,26.71,25.41,-1.3000000000000007,1.0
33,99,52,26.71,25.37,-1.34,0.986
31,95,52,26.71,25.41,-1.3000000000000007,1.0
29,94,52,26.71,25.37,-1.34,0.986
26,94,52,26.71,25.41,-1.3000000000000007,1.0
26,95,52,26.71,25.37,-1.34,0.986
28,93,52,26.71,25.41,-1.3000000000000007,1.0
27,95,53,26.71,25.37,-1.34,0.986
27,98,52,26.71,25.41,-1.3000000000000007,1.0
27,101,53,26.71,25.37,-1.34,0.986
30,104,57,26.71,25.41,-1.3000000000000007,1.0
32,107,62,26.71,25.37,-1.34,0.986
44,108,64,26.71,25.41,-1.3000000000000007,1.0
44,114,69,26.71,25.37,-1.34,0.986
50,120,71,26.71,25.41,-1.3000000000000007,1.0
61,122,78,26.71,25.37,-1.34,0.986
69,128,83,26.71,25.41,-1.3000000000000007,1.0
72,129,84,26.71,25.37,-1.34,0.986
82,130,86,26.71,25.41,-1.3000000000000007,1.0
88,129,89,26.71,25.37,-1.34,0.986
91,132,96,26.71,25.41,-1.3000000000000007,1.0
93,134,96,26.71,25.37,-1.34,0.986
94,137,91,26.71,25.41,-1.3000000000000007,1.0
94,139,93,26.71,25.37,-1.34,0.986
95,137,96,26.71,25.41,-1.3000000000000007,1.0
99,134,94,26.71,25.37,-1.34,0.986
100,132,96,26.71,25.41,-1.3000000000000007,1.0
97,132,95,26.71,25.37,-1.34,0.986
94,134,96,26.71,25.41,-1.3000000000000007,1.0
92,134,94,26.71,25.37,-1.34,0.986
89,133,94,26.71,25.41,-1.3000000000000007,1.0
91,131,92,26.71,25.37,-1.34,0.986
93,128,90,26.71,25.41,-1.3000000000000007,1.0
93,128,87,26.71,25.37,-1.34,0.986
89,129,89,26.71,25.41,-1.3000000000000007,1.0
87,129,91,26.71,25.37,-1.34,0.986
83,127,89,26.71,25.41,-1.3000000000000007,1.0
80,125,85,26.71,25.37,-1.34,0.986
74,122,87,26.71,25.41,-1.3000000000000007,1.0
69,121,87,26.71,25.37,-1.34,0.986
69,117,83,26.71,25.41,-1.3000000000000007,1.0
68,116,80,26.71,25.37,-1.34,0.986
67,118,79,26.71,25.41,-1.3000000000000007,1.0
69,116,80,26.71,25.37,-1.34,0.986
65,119,80,26.71,25.41,-1.3000000000000007,1.0
62,125,77,26.71,25.37,-1.34,0.986
67,121,82,26.71,25.41,-1.3000000000000007,1.0
70,122,83,26.71,25.37,-1.34,0.986
74,124,82,26.71,25.41,-1.3000000000000007,1.0
81,123,84,26.71,25.37,-1.34,0.986
86,123,86,26.71,25.41,-1.3000000000000007,1.0
88,121,88,26.71,25.37,-1.34,0.986
86,124,89,26.71,25.41,-1.3000000000000007,1.0
81,126,89,26.71,25.37,-1.34,0.986
77,128,87,26.71,25.41,-1.3000000000000007,1.0
80,126,84,26.71,25.37,-1.34,0.986
81,124,87,26.71,25.41,-1.3000000000000007,1.0
76,121,89,26.71,25.37,-1.34,0.986
72,118,91,26.71,25.41,-1.3000000000000007,1.0
71,114,85,26.71,25.37,-1.34,0.986
69,113,79,26.71,25.41,-1.3000000000000007,1.0
61,113,72,26.71,25.37,-1.34,0.986
55,112,69,26.71,25.41,-1.3000000000000007,1.0
51,111,67,26.71,25.37,-1.34,0.986
51,107,65,26.71,25.41,-1.3000000000000007,1.0
54,107,64,26.71,25.37,-1.34,0.986
55,105,64,26.71,25.41,-1.3000000000000007,1.0
53,108,64,26.71,25.37,-1.34,0.986
54,109,65,26.71,25.41,-1.3000000000000007,1.0
55,108,64,26.71,25.37,-1.34,0.986
51,110,68,26.71,25.41,-1.3000000000000007,1.0
91,122,80,26.71,25.37,-1.34,0.986
87,123,79,26.71,25.41,-1.3000000000000007,1.0
80,124,81,26.71,25.37,-1.34,0.986
80,123,84,26.71,25.41,-1.3000000000000007,1.0
80,121,86,26.71,25.37,-1.34,0.986
78,121,83,26.71,25.41,-1.3000000000000007,1.0
79,121,80,26.71,25.37,-1.34,0.986
81,119,79,26.71,25.41,-1.3000000000000007,1.0
79,119,79,26.71,25.37,-1.34,0.986
79,118,79,26.71,25.41,-1.3000000000000007,1.0
78,117,77,26.71,25.37,-1.34,0.986
79,117,75,26.71,25.41,-1.3000000000000007,1.0
76,116,73,26.71,25.37,-1.34,0.986
75,116,72,26.71,25.41,-1.3000000000000007,1.0
75,114,71,26.71,25.37,-1.34,0.986
71,115,69,26.71,25.41,-1.3000000000000007,1.0
70,114,71,26.71,25.37,-1.34,0.986
68,112,65,26.71,25.41,-1.3000000000000007,1.0
64,112,65,26.71,25.37,-1.34,0.986
62,109,67,26.71,25.41,-1.3000000000000007,1.0
57,107,68,26.71,25.37,-1.34,0.986
52,106,64,26.71,25.41,-1.3000000000000007,1.0
52,103,65,26.71,25.37,-1.34,0.986
56,101,63,26.71,25.41,-1.3000000000000007,1.0
48,103,55,26.71,25.37,-1.34,0.986
44,104,54,26.71,25.41,-1.3000000000000007,1.0
41,97,58,26.71,25.37,-1.34,0.986
40,96,57,26.71,25.41,-1.3000000000000007,1.0
38,96,55,26.71,25.37,-1.34,0.986
36,96,53,26.71,25.41,-1.3000000000000007,1.0
32,94,50,26.71,25.37,-1.34,0.986
27,96,47,26.71,25.41,-1.3000000000000007,1.0
30,92,51,26.71,25.37,-1.34,0.986
26,93,51,26.71,25.41,-1.3000000000000007,1.0
24,95,51,26.71,25.37,-1.34,0.986
26,96,53,26.71,25.41,-1.3000000000000007,1.0
29,96,53,26.71,25.37,-1.34,0.986
27,97,55,26.71,25.41,-1.3000000000000007,1.0
25,102,57,26.71,25.37,-1.34,0.986
29,108,58,26.71,25.41,-1.3000000000000007,1.0
33,109,62,26.71,25.37,-1.34,0.986
42,111,67,26.71,25.41,-1.3000000000000007,1.0
47,119,72,26.71,25.37,-1.34,0.986
56,121,75,26.71,25.41,-1.3000000000000007,1.0
65,122,81,26.71,25.37,-1.34,0.986
70,128,84,26.71,25.41,-1.3000000000000007,1.0
75,131,85,26.71,25.37,-1.34,0.986
83,132,88,26.71,25.41,-1.3000000000000007,1.0
88,132,90,26.71,25.37,-1.34,0.986
94,132,92,26.71,25.41,-1.3000000000000007,1.0
96,136,93,26.71,25.37,-1.34,0.986
96,138,91,26.71,25.41,-1.3000000000000007,1.0
96,139,93,26.71,25.37,-1.34,0.986
98,138,95,26.71,25.41,-1.3000000000000007,1.0
99,135,97,26.71,25.37,-1.34,0.986
100,133,97,26.71,25.41,-1.3000000000000007,1.0
95,133,97,26.71,25.37,-1.34,0.986
94,133,96,26.71,25.41,-1.3000000000000007,1.0
92,133,91,26.71,25.37,-1.34,0.986
90,133,92,26.71,25.41,-1.3000000000000007,1.0
88,130,94,26.71,25.37,-1.34,0.986
92,128,91,26.71,25.41,-1.3000000000000007,1.0
90,127,88,26.71,25.37,-1.34,0.986
88,128,87,26.71,25.41,-1.3000000000000007,1.0
86,127,90,26.71,25.37,-1.34,0.986
82,125,89,26.71,25.41,-1.3000000000000007,1.0
80,123,86,26.71,25.37,-1.34,0.986
75,122,85,26.71,25.41,-1.3000000000000007,1.0
70,120,84,26.71,25.37,-1.34,0.986
67,120,82,26.71,25.41,-1.3000000000000007,1.0
65,117,81,26.71,25.37,-1.34,0.986
65,115,81,26.71,25.41,-1.3000000000000007,1.0
65,115,81,26.71,25.37,-1.34,0.986
63,117,82,26.71,25.41,-1.3000000000000007,1.0
61,121,80,26.71,25.37,-1.34,0.986
69,120,80,26.71,25.41,-1.3000000000000007,1.0
71,121,79,26.71,25.37,-1.34,0.986
73,123,83,26.71,25.41,-1.3000000000000007,1.0
77,124,85,26.71,25.37,-1.34,0.986
85,122,87,26.71,25.41,-1.3000000000000007,1.0
85,122,85,26.71,25.37,-1.34,0.986
82,124,88,26.71,25.41,-1.3000000000000007,1.0
80,124,87,26.71,25.37,-1.34,0.986
78,123,84,26.71,25.41,-1.3000000000000007,1.0
78,123,84,26.71,25.37,-1.34,0.986
77,122,86,26.71,25.41,-1.3000000000000007,1.0
74,119,84,26.71,25.37,-1.34,0.986
71,114,87,26.71,25.41,-1.3000000000000007,1.0
69,114,86,26.71,25.37,-1.34,0.986
64,113,78,26.71,25.41,-1.3000000000000007,1.0
61,110,72,26.71,25.37,-1.34,0.986
55,110,71,26.71,25.41,-1.3000000000000007,1.0
51,109,71,26.71,25.37,-1.34,0.986
48,108,66,26.71,25.41,-1.3000000000000007,1.0
50,107,63,26.71,25.37,-1.34,0.986
52,106,63,26.71,25.41,-1.3000000000000007,1.0
53,107,60,26.71,25.37,-1.34,0.986
51,108,62,26.71,25.41,-1.3000000000000007,1.0
49,108,65,26.71,25.37,-1.34,0.986
48,111,64,26.71,25.41,-1.3000000000000007,1.0
86,122,83,26.71,25.37,-1.34,0.986
85,121,83,26.71,25.41,-1.3000000000000007,1.0
79,123,86,26.71,25.37,-1.34,0.986
79,122,81,26.71,25.41,-1.3000000000000007,1.0
81,121,82,26.71,25.37,-1.34,0.986
78,121,81,26.71,25.41,-1.3000000000000007,1.0
79,120,79,26.71,25.37,-1.34,0.986
79,120,80,26.71,25.41,-1.3000000000000007,1.0
78,120,80,26.71,25.37,-1.34,0.986
79,118,77,26.71,25.41,-1.3000000000000007,1.0
80,117,72,26.71,25.37,-1.34,0.986
77,116,73,26.71,25.41,-1.3000000000000007,1.0
74,117,71,26.71,25.37,-1.34,0.986
74,115,72,26.71,25.41,-1.3000000000000007,1.0
73,113,70,26.71,25.37,-1.34,0.986
69,113,66,26.71,25.41,-1.3000000000000007,1.0
64,113,70,26.71,25.37,-1.34,0.986
62,112,69,26.71,25.41,-1.3000000000000007,1.0
60,110,67,26.71,25.37,-1.34,0.986
59,106,65,26.71,25.41,-1.3000000000000007,1.0
53,103,63,26.71,25.37,-1.34,0.986
48,104,62,26.71,25.41,-1.3000000000000007,1.0
49,103,59,26.71,25.37,-1.34,0.986
50,101,57,26.71,25.41,-1.3000000000000007,1.0
44,102,52,26.71,25.37,-1.34,0.986
41,101,56,26.71,25.41,-1.3000000000000007,1.0
38,96,59,26.71,25.37,-1.34,0.986
38,96,54,26.71,25.41,-1.3000000000000007,1.0
37,96,50,26.71,25.37,-1.34,0.986
34,97,46,26.71,25.41,-1.3000000000000007,1.0
31,96,49,26.71,25.37,-1.34,0.986
29,95,45,26.71,25.41,-1.3000000000000007,1.0
33,90,48,26.71,25.37,-1.34,0.986
30,90,49,26.71,25.41,-1.3000000000000007,1.0
27,94,50,26.71,25.37,-1.34,0.986
25,98,55,26.71,25.41,-1.3000000000000007,1.0
25,98,59,26.71,25.37,-1.34,0.986
29,99,55,26.71,25.41,-1.3000000000000007,1.0
31,103,57,26.71,25.37,-1.34,0.986
36,107,60,26.71,25.41,-1.3000000000000007,1.0
40,110,64,26.71,25.37,-1.34,0.986
46,115,71,26.71,25.41,-1.3000000000000007,1.0
52,119,75,26.71,25.37,-1.34,0.986
61,120,81,26.71,25.41,-1.3000000000000007,1.0
66,123,83,26.71,25.37,-1.34,0.986
71,129,86,26.71,25.41,-1.3000000000000007,1.0
79,131,89,26.71,25.37,-1.34,0.986
82,132,87,26.71,25.41,-1.3000000000000007,1.0
90,135,89,26.71,25.37,-1.34,0.986
94,135,94,26.71,25.41,-1.3000000000000007,1.0
97,136,95,26.71,25.37,-1.34,0.986
100,138,92,26.71,25.41,-1.3000000000000007,1.0
100,139,92,26.71,25.37,-1.34,0.986
98,139,97,26.71,25.41,-1.3000000000000007,1.0
98,138,97,26.71,25.37,-1.34,0.986
96,135,98,26.71,25.41,-1.3000000000000007,1.0
96,133,98,26.71,25.37,-1.34,0.986
97,133,94,26.71,25.41,-1.3000000000000007,1.0
94,132,88,26.71,25.37,-1.34,0.986
89,132,93,26.71,25.41,-1.3000000000000007,1.0
86,129,96,26.71,25.37,-1.34,0.986
87,128,91,26.71,25.41,-1.3000000000000007,1.0
86,128,90,26.71,25.37,-1.34,0.986
84,127,90,26.71,25.41,-1.3000000000000007,1.0
83,126,88,26.71,25.37,-1.34,0.986
81,124,88,26.71,25.41,-1.3000000000000007,1.0
78,123,86,26.71,25.37,-1.34,0.986
74,122,83,26.71,25.41,-1.3000000000000007,1.0
70,119,81,26.71,25.37,-1.34,0.986
66,119,80,26.71,25.41,-1.3000000000000007,1.0
65,117,79,26.71,25.37,-1.34,0.986
64,114,80,26.71,25.41,-1.3000000000000007,1.0
62,114,84,26.71,25.37,-1.34,0.986
63,115,84,26.71,25.41,-1.3000000000000007,1.0
65,116,81,26.71,25.37,-1.34,0.986
67,118,79,26.71,25.41,-1.3000000000000007,1.0
68,118,79,26.71,25.37,-1.34,0.986
74,120,83,26.71,25.41,-1.3000000000000007,1.0
77,121,84,26.71,25.37,-1.34,0.986
81,122,84,26.71,25.41,-1.3000000000000007,1.0
83,124,83,26.71,25.37,-1.34,0.986
82,124,84,26.71,25.41,-1.3000000000000007,1.0
83,122,86,26.71,25.37,-1.34,0.986
80,121,83,26.71,25.41,-1.3000000000000007,1.0
77,122,84,26.71,25.37,-1.34,0.986
74,121,82,26.71,25.41,-1.3000000000000007,1.0
69,120,80,26.71,25.37,-1.34,0.986
66,118,83,26.71,25.41,-1.3000000000000007,1.0
65,115,79,26.71,25.37,-1.34,0.986
61,112,76,26.71,25.41,-1.3000000000000007,1.0
59,109,73,26.71,25.37,-1.34,0.986
54,109,71,26.71,25.41,-1.3000000000000007,1.0
51,106,71,26.71,25.37,-1.34,0.986
50,105,69,26.71,25.41,-1.3000000000000007,1.0
49,105,69,26.71,25.37,-1.34,0.986
48,105,66,26.71,25.41,-1.3000000000000007,1.0
49,105,62,26.71,25.37,-1.34,0.986
47,108,62,26.71,25.41,-1.3000000000000007,1.0
46,108,61,26.71,25.37,-1.34,0.986
46,110,64,26.71,25.41,-1.3000000000000007,1.0
84,120,85,26.71,25.37,-1.34,0.986
82,118,85,26.71,25.41,-1.3000000000000007,1.0
82,121,80,26.71,25.37,-1.34,0.986
82,120,79,26.71,25.41,-1.3000000000000007,1.0
82,120,78,26.71,25.37,-1.34,0.986
83,119,77,26.71,25.41,-1.3000000000000007,1.0
78,119,79,26.71,25.37,-1.34,0.986
76,120,80,26.71,25.41,-1.3000000000000007,1.0
76,120,79,26.71,25.37,-1.34,0.986
78,118,73,26.71,25.41,-1.3000000000000007,1.0
80,116,71,26.71,25.37,-1.34,0.986
75,117,70,26.71,25.41,-1.3000000000000007,1.0
69,117,69,26.71,25.37,-1.34,0.986
70,114,71,26.71,25.41,-1.3000000000000007,1.0
72,111,71,26.71,25.37,-1.34,0.986
67,111,67,26.71,25.41,-1.3000000000000007,1.0
62,110,67,26.71,25.37,-1.34,0.986
58,111,68,26.71,25.41,-1.3000000000000007,1.0
57,106,66,26.71,25.37,-1.34,0.986
58,104,63,26.71,25.41,-1.3000000000000007,1.0
54,102,61,26.71,25.37,-1.34,0.986
46,103,63,26.71,25.41,-1.3000000000000007,1.0
43,103,61,26.71,25.37,-1.34,0.986
47,98,57,26.71,25.41,-1.3000000000000007,1.0
43,97,57,26.71,25.37,-1.34,0.986
40,97,59,26.71,25.41,-1.3000000000000007,1.0
37,96,55,26.71,25.37,-1.34,0.986
34,95,52,26.71,25.41,-1.3000000000000007,1.0
34,97,47,26.71,25.37,-1.34,0.986
32,96,45,26.71,25.41,-1.3000000000000007,1.0
27,93,52,26.71,25.37,-1.34,0.986
28,92,48,26.71,25.41,-1.3000000000000007,1.0
30,92,49,26.71,25.37,-1.34,0.986
28,91,50,26.71,25.41,-1.3000000000000007,1.0
26,95,54,26.71,25.37,-1.34,0.986
26,100,54,26.71,25.41,-1.3000000000000007,1.0
28,99,55,26.71,25.37,-1.34,0.986
31,99,58,26.71,25.41,-1.3000000000000007,1.0
36,101,61,26.71,25.37,-1.34,0.986
39,108,63,26.71,25.41,-1.3000000000000007,1.0
42,113,65,26.71,25.37,-1.34,0.986
49,116,72,26.71,25.41,-1.3000000000000007,1.0
54,121,78,26.71,25.37,-1.34,0.986
64,122,83,26.71,25.41,-1.3000000000000007,1.0
69,124,85,26.71,25.37,-1.34,0.986
75,129,91,26.71,25.41,-1.3000000000000007,1.0
80,132,89,26.71,25.37,-1.34,0.986
85,135,85,26.71,25.41,-1.3000000000000007,1.0
92,136,91,26.71,25.37,-1.34,0.986
97,135,97,26.71,25.41,-1.3000000000000007,1.0
100,135,100,26.71,25.37,-1.34,0.986
102,139,96,26.71,25.41,-1.3000000000000007,1.0
104,139,94,26.71,25.37,-1.34,0.986
102,138,96,26.71,25.41,-1.3000000000000007,1.0
99,137,96,26.71,25.37,-1.34,0.986
98,135,96,26.71,25.41,-1.3000000000000007,1.0
98,135,94,26.71,25.37,-1.34,0.986
99,133,90,26.71,25.41,-1.3000000000000007,1.0
95,130,90,26.71,25.37,-1.34,0.986
91,130,91,26.71,25.41,-1.3000000000000007,1.0
86,129,95,26.71,25.37,-1.34,0.986
85,127,93,26.71,25.41,-1.3000000000000007,1.0
85,127,91,26.71,25.37,-1.34,0.986
83,128,90,26.71,25.41,-1.3000000000000007,1.0
80,126,90,26.71,25.37,-1.34,0.986
80,123,88,26.71,25.41,-1.3000000000000007,1.0
77,121,87,26.71,25.37,-1.34,0.986
76,117,83,26.71,25.41,-1.3000000000000007,1.0
69,118,82,26.71,25.37,-1.34,0.986
67,118,79,26.71,25.41,-1.3000000000000007,1.0
65,117,78,26.71,25.37,-1.34,0.986
63,116,81,26.71,25.41,-1.3000000000000007,1.0
63,115,82,26.71,25.37,-1.34,0.986
63,115,81,26.71,25.41,-1.3000000000000007,1.0
64,115,79,26.71,25.37,-1.34,0.986
66,116,80,26.71,25.41,-1.3000000000000007,1.0
66,119,80,26.71,25.37,-1.34,0.986
71,118,82,26.71,25.41,-1.3000000000000007,1.0
75,118,84,26.71,25.37,-1.34,0.986
77,120,85,26.71,25.41,-1.3000000000000007,1.0
79,123,85,26.71,25.37,-1.34,0.986
81,123,83,26.71,25.41,-1.3000000000000007,1.0
82,120,83,26.71,25.37,-1.34,0.986
79,117,82,26.71,25.41,-1.3000000000000007,1.0
75,121,83,26.71,25.37,-1.34,0.986
72,121,77,26.71,25.41,-1.3000000000000007,1.0
70,119,77,26.71,25.37,-1.34,0.986
67,116,78,26.71,25.41,-1.3000000000000007,1.0
63,117,79,26.71,25.37,-1.34,0.986
59,113,76,26.71,25.41,-1.3000000000000007,1.0
56,109,75,26.71,25.37,-1.34,0.986
50,111,72,26.71,25.41,-1.3000000000000007,1.0
43,111,68,26.71,25.37,-1.34,0.986
46,107,68,26.71,25.41,-1.3000000000000007,1.0
48,103,69,26.71,25.37,-1.34,0.986
48,100,71,26.71,25.41,-1.3000000000000007,1.0
45,105,67,26.71,25.37,-1.34,0.986
45,106,64,26.71,25.41,-1.3000000000000007,1.0
46,106,58,26.71,25.37,-1.34,0.986
48,109,61,26.71,25.41,-1.3000000000000007,1.0
82,120,83,26.71,25.37,-1.34,0.986
82,119,81,26.71,25.41,-1.3000000000000007,1.0
82,121,73,26.71,25.37,-1.34,0.986
77,122,77,26.71,25.41,-1.3000000000000007,1.0
81,119,78,26.71,25.37,-1.34,0.986
81,119,77,26.71,25.41,-1.3000000000000007,1.0
80,116,78,26.71,25.37,-1.34,0.986
77,117,81,26.71,25.41,-1.3000000000000007,1.0
77,116,80,26.71,25.37,-1.34,0.986
76,117,74,26.71,25.41,-1.3000000000000007,1.0
76,117,65,26.71,25.37,-1.34,0.986
73,116,68,26.71,25.41,-1.3000000000000007,1.0
68,116,72,26.71,25.37,-1.34,0.986
66,116,70,26.71,25.41,-1.3000000000000007,1.0
71,110,67,26.71,25.37,-1.34,0.986
67,108,65,26.71,25.41,-1.3000000000000007,1.0
60,109,61,26.71,25.37,-1.34,0.986
55,109,63,26.71,25.41,-1.3000000000000007,1.0
53,107,64,26.71,25.37,-1.34,0.986
53,104,61,26.71,25.41,-1.3000000000000007,1.0
47,106,59,26.71,25.37,-1.34,0.986
43,104,63,26.71,25.41,-1.3000000000000007,1.0
43,97,60,26.71,25.37,-1.34,0.986
44,98,59,26.71,25.41,-1.3000000000000007,1.0
39,96,58,26.71,25.37,-1.34,0.986
38,92,68,26.71,25.41,-1.3000000000000007,1.0
31,94,55,26.71,25.37,-1.34,0.986
31,94,51,26.71,25.41,-1.3000000000000007,1.0
32,93,48,26.71,25.37,-1.34,0.986
29,93,49,26.71,25.41,-1.3000000000000007,1.0
24,91,54,26.71,25.37,-1.34,0.986
28,90,50,26.71,25.41,-1.3000000000000007,1.0
27,92,53,26.71,25.37,-1.34,0.986
27,95,51,26.71,25.41,-1.3000000000000007,1.0
27,96,49,26.71,25.37,-1.34,0.986
27,100,52,26.71,25.41,-1.3000000000000007,1.0
29,102,57,26.71,25.37,-1.34,0.986
31,102,61,26.71,25.41,-1.3000000000000007,1.0
36,103,65,26.71,25.37,-1.34,0.986
42,109,68,26.71,25.41,-1.3000000000000007,1.0
48,115,71,26.71,25.37,-1.34,0.986
54,119,73,26.71,25.41,-1.3000000000000007,1.0
59,124,77,26.71,25.37,-1.34,0.986
67,125,80,26.71,25.41,-1.3000000000000007,1.0
74,130,86,26.71,25.37,-1.34,0.986
78,131,93,26.71,25.41,-1.3000000000000007,1.0
82,134,89,26.71,25.37,-1.34,0.986
88,136,87,26.71,25.41,-1.3000000000000007,1.0
95,136,92,26.71,25.37,-1.34,0.986
100,135,95,26.71,25.41,-1.3000000000000007,1.0
101,136,98,26.71,25.37,-1.34,0.986
103,139,97,26.71,25.41,-1.3000000000000007,1.0
104,137,95,26.71,25.37,-1.34,0.986
103,137,96,26.71,25.41,-1.3000000000000007,1.0
102,137,94,26.71,25.37,-1.34,0.986
101,135,93,26.71,25.41,-1.3000000000000007,1.0
99,135,93,26.71,25.37,-1.34,0.986
95,133,92,26.71,25.41,-1.3000000000000007,1.0
90,131,90,26.71,25.37,-1.34,0.986
