R,G,B,Drought_AmbientTemp,Drought_ObjectTemp,Delta_T,CWSI
60,114,77,26.71,25.37,-1.34,0.986
57,115,72,26.71,25.41,-1.3000000000000007,1.0
55,114,71,26.71,25.37,-1.34,0.986
56,111,72,26.71,25.41,-1.3000000000000007,1.0
58,109,73,26.71,25.37,-1.34,0.986
57,108,70,26.71,25.41,-1.3000000000000007,1.0
54,108,67,26.71,25.37,-1.34,0.986
53,108,66,26.71,25.41,-1.3000000000000007,1.0
53,106,71,26.71,25.37,-1.34,0.986
54,105,69,26.71,25.41,-1.3000000000000007,1.0
51,107,65,26.71,25.37,-1.34,0.986
51,106,63,26.71,25.41,-1.3000000000000007,1.0
49,107,63,26.71,25.37,-1.34,0.986
48,106,64,26.71,25.41,-1.3000000000000007,1.0
51,103,64,26.71,25.37,-1.34,0.986
49,105,65,26.71,25.41,-1.3000000000000007,1.0
48,105,65,26.71,25.37,-1.34,0.986
47,104,62,26.71,25.41,-1.3000000000000007,1.0
47,102,61,26.71,25.37,-1.34,0.986
41,103,65,26.71,25.41,-1.3000000000000007,1.0
42,98,60,26.71,25.37,-1.34,0.986
41,99,58,26.71,25.41,-1.3000000000000007,1.0
41,99,61,26.71,25.37,-1.34,0.986
36,98,60,26.71,25.41,-1.3000000000000007,1.0
31,100,57,26.71,25.37,-1.34,0.986
32,97,54,26.71,25.41,-1.3000000000000007,1.0
28,97,54,26.71,25.37,-1.34,0.986
23,100,54,26.71,25.41,-1.3000000000000007,1.0
22,103,55,26.71,25.37,-1.34,0.986
27,102,58,26.71,25.41,-1.3000000000000007,1.0
32,103,59,26.71,25.37,-1.34,0.986
31,105,61,26.71,25.41,-1.3000000000000007,1.0
36,106,62,26.71,25.37,-1.34,0.986
39,108,70,26.71,25.41,-1.3000000000000007,1.0
45,112,71,26.71,25.37,-1.34,0.986
49,113,71,26.71,25.41,-1.3000000000000007,1.0
48,115,77,26.71,25.37,-1.34,0.986
51,121,77,26.71,25.41,-1.3000000000000007,1.0
50,124,81,26.71,25.37,-1.34,0.986
52,125,82,26.71,25.41,-1.3000000000000007,1.0
56,125,79,26.71,25.37,-1.34,0.986
55,125,79,26.71,25.41,-1.3000000000000007,1.0
56,123,83,26.71,25.37,-1.34,0.986
60,121,80,26.71,25.41,-1.3000000000000007,1.0
65,118,80,26.71,25.37,-1.34,0.986
65,121,83,26.71,25.41,-1.3000000000000007,1.0
62,123,79,26.71,25.37,-1.34,0.986
62,124,80,26.71,25.41,-1.3000000000000007,1.0
62,123,81,26.71,25.37,-1.34,0.986
63,120,85,26.71,25.41,-1.3000000000000007,1.0
63,121,83,26.71,25.37,-1.34,0.986
60,121,84,26.71,25.41,-1.3000000000000007,1.0
58,123,83,26.71,25.37,-1.34,0.986
57,124,83,26.71,25.41,-1.3000000000000007,1.0
57,122,82,26.71,25.37,-1.34,0.986
61,120,80,26.71,25.41,-1.3000000000000007,1.0
60,119,80,26.71,25.37,-1.34,0.986
58,117,80,26.71,25.41,-1.3000000000000007,1.0
57,118,80,26.71,25.37,-1.34,0.986
61,114,80,26.71,25.41,-1.3000000000000007,1.0
61,115,83,26.71,25.37,-1.34,0.986
60,118,79,26.71,25.41,-1.3000000000000007,1.0
64,119,78,26.71,25.37,-1.34,0.986
63,120,77,26.71,25.41,-1.3000000000000007,1.0
66,121,80,26.71,25.37,-1.34,0.986
66,120,81,26.71,25.41,-1.3000000000000007,1.0
65,121,81,26.71,25.37,-1.34,0.986
65,121,80,26.71,25.41,-1.3000000000000007,1.0
63,122,81,26.71,25.37,-1.34,0.986
62,120,84,26.71,25.41,-1.3000000000000007,1.0
93,126,92,26.71,25.37,-1.34,0.986
96,127,88,26.71,25.41,-1.3000000000000007,1.0
98,127,89,26.71,25.37,-1.34,0.986
98,128,93,26.71,25.41,-1.3000000000000007,1.0
97,127,95,26.71,25.37,-1.34,0.986
99,126,96,26.71,25.41,-1.3000000000000007,1.0
97,125,97,26.71,25.37,-1.34,0.986
94,127,94,26.71,25.41,-1.3000000000000007,1.0
90,125,89,26.71,25.37,-1.34,0.986
89,125,83,26.71,25.41,-1.3000000000000007,1.0
88,123,81,26.71,25.37,-1.34,0.986
83,122,83,26.71,25.41,-1.3000000000000007,1.0
81,121,82,26.71,25.37,-1.34,0.986
79,122,79,26.71,25.41,-1.3000000000000007,1.0
76,122,80,26.71,25.37,-1.34,0.986
76,120,79,26.71,25.41,-1.3000000000000007,1.0
78,117,79,26.71,25.37,-1.34,0.986
78,117,80,26.71,25.41,-1.3000000000000007,1.0
78,117,88,26.71,25.37,-1.34,0.986
77,118,92,26.71,25.41,-1.3000000000000007,1.0
80,120,88,26.71,25.37,-1.34,0.986
79,121,84,26.71,25.41,-1.3000000000000007,1.0
80,121,82,26.71,25.37,-1.34,0.986
79,120,81,26.71,25.41,-1.3000000000000007,1.0
77,120,82,26.71,25.37,-1.34,0.986
75,117,81,26.71,25.41,-1.3000000000000007,1.0
73,117,80,26.71,25.37,-1.34,0.986
69,119,74,26.71,25.41,-1.3000000000000007,1.0
64,117,76,26.71,25.37,-1.34,0.986
62,115,76,26.71,25.41,-1.3000000000000007,1.0
60,112,75,26.71,25.37,-1.34,0.986
61,111,69,26.71,25.41,-1.3000000000000007,1.0
60,112,64,26.71,25.37,-1.34,0.986
59,110,69,26.71,25.41,-1.3000000000000007,1.0
58,108,70,26.71,25.37,-1.34,0.986
56,106,69,26.71,25.41,-1.3000000000000007,1.0
55,107,66,26.71,25.37,-1.34,0.986
53,107,65,26.71,25.41,-1.3000000000000007,1.0
51,107,68,26.71,25.37,-1.34,0.986
51,104,67,26.71,25.41,-1.3000000000000007,1.0
52,101,64,26.71,25.37,-1.34,0.986
51,104,65,26.71,25.41,-1.3000000000000007,1.0
49,105,65,26.71,25.37,-1.34,0.986
48,102,66,26.71,25.41,-1.3000000000000007,1.0
49,100,66,26.71,25.37,-1.34,0.986
48,104,64,26.71,25.41,-1.3000000000000007,1.0
46,103,62,26.71,25.37,-1.34,0.986
44,103,63,26.71,25.41,-1.3000000000000007,1.0
39,103,63,26.71,25.37,-1.34,0.986
36,101,67,26.71,25.41,-1.3000000000000007,1.0
35,101,63,26.71,25.37,-1.34,0.986
32,102,61,26.71,25.41,-1.3000000000000007,1.0
35,99,62,26.71,25.37,-1.34,0.986
32,100,56,26.71,25.41,-1.3000000000000007,1.0
29,101,55,26.71,25.37,-1.34,0.986
27,99,53,26.71,25.41,-1.3000000000000007,1.0
29,101,54,26.71,25.37,-1.34,0.986
28,101,51,26.71,25.41,-1.3000000000000007,1.0
28,103,54,26.71,25.37,-1.34,0.986
28,103,59,26.71,25.41,-1.3000000000000007,1.0
33,104,61,26.71,25.37,-1.34,0.986
35,107,61,26.71,25.41,-1.3000000000000007,1.0
34,111,62,26.71,25.37,-1.34,0.986
39,112,66,26.71,25.41,-1.3000000000000007,1.0
44,114,70,26.71,25.37,-1.34,0.986
47,117,72,26.71,25.41,-1.3000000000000007,1.0
49,118,75,26.71,25.37,-1.34,0.986
52,120,81,26.71,25.41,-1.3000000000000007,1.0
50,124,88,26.71,25.37,-1.34,0.986
53,126,80,26.71,25.41,-1.3000000000000007,1.0
56,125,77,26.71,25.37,-1.34,0.986
56,124,79,26.71,25.41,-1.3000000000000007,1.0
56,123,81,26.71,25.37,-1.34,0.986
61,120,78,26.71,25.41,-1.3000000000000007,1.0
62,120,80,26.71,25.37,-1.34,0.986
61,122,80,26.71,25.41,-1.3000000000000007,1.0
60,126,80,26.71,25.37,-1.34,0.986
62,124,81,26.71,25.41,-1.3000000000000007,1.0
64,122,78,26.71,25.37,-1.34,0.986
64,121,83,26.71,25.41,-1.3000000000000007,1.0
60,121,84,26.71,25.37,-1.34,0.986
58,122,84,26.71,25.41,-1.3000000000000007,1.0
58,123,82,26.71,25.37,-1.34,0.986
55,124,79,26.71,25.41,-1.3000000000000007,1.0
54,123,83,26.71,25.37,-1.34,0.986
61,118,85,26.71,25.41,-1.3000000000000007,1.0
62,118,80,26.71,25.37,-1.34,0.986
59,118,78,26.71,25.41,-1.3000000000000007,1.0
56,119,79,26.71,25.37,-1.34,0.986
56,119,81,26.71,25.41,-1.3000000000000007,1.0
60,116,83,26.71,25.37,-1.34,0.986
62,119,79,26.71,25.41,-1.3000000000000007,1.0
63,121,77,26.71,25.37,-1.34,0.986
66,122,78,26.71,25.41,-1.3000000000000007,1.0
66,122,78,26.71,25.37,-1.34,0.986
65,123,80,26.71,25.41,-1.3000000000000007,1.0
66,123,77,26.71,25.37,-1.34,0.986
68,122,81,26.71,25.41,-1.3000000000000007,1.0
63,122,83,26.71,25.37,-1.34,0.986
63,119,83,26.71,25.41,-1.3000000000000007,1.0
95,126,90,26.71,25.37,-1.34,0.986
97,126,89,26.71,25.41,-1.3000000000000007,1.0
98,125,91,26.71,25.37,-1.34,0.986
97,126,94,26.71,25.41,-1.3000000000000007,1.0
97,126,95,26.71,25.37,-1.34,0.986
96,127,95,26.71,25.41,-1.3000000000000007,1.0
97,123,94,26.71,25.37,-1.34,0.986
94,124,93,26.71,25.41,-1.3000000000000007,1.0
90,125,87,26.71,25.37,-1.34,0.986
89,123,78,26.71,25.41,-1.3000000000000007,1.0
85,123,80,26.71,25.37,-1.34,0.986
82,122,82,26.71,25.41,-1.3000000000000007,1.0
80,121,83,26.71,25.37,-1.34,0.986
77,122,80,26.71,25.41,-1.3000000000000007,1.0
75,121,79,26.71,25.37,-1.34,0.986
75,119,79,26.71,25.41,-1.3000000000000007,1.0
75,118,79,26.71,25.37,-1.34,0.986
74,118,81,26.71,25.41,-1.3000000000000007,1.0
75,118,87,26.71,25.37,-1.34,0.986
75,120,89,26.71,25.41,-1.3000000000000007,1.0
77,119,83,26.71,25.37,-1.34,0.986
75,120,83,26.71,25.41,-1.3000000000000007,1.0
74,120,82,26.71,25.37,-1.34,0.986
73,121,84,26.71,25.41,-1.3000000000000007,1.0
72,120,85,26.71,25.37,-1.34,0.986
71,118,83,26.71,25.41,-1.3000000000000007,1.0
71,116,81,26.71,25.37,-1.34,0.986
68,116,77,26.71,25.41,-1.3000000000000007,1.0
63,116,77,26.71,25.37,-1.34,0.986
61,113,76,26.71,25.41,-1.3000000000000007,1.0
62,111,74,26.71,25.37,-1.34,0.986
60,109,72,26.71,25.41,-1.3000000000000007,1.0
60,108,67,26.71,25.37,-1.34,0.986
61,107,67,26.71,25.41,-1.3000000000000007,1.0
59,107,69,26.71,25.37,-1.34,0.986
54,107,68,26.71,25.41,-1.3000000000000007,1.0
55,106,63,26.71,25.37,-1.34,0.986
50,108,63,26.71,25.41,-1.3000000000000007,1.0
46,108,64,26.71,25.37,-1.34,0.986
49,104,63,26.71,25.41,-1.3000000000000007,1.0
48,103,63,26.71,25.37,-1.34,0.986
48,102,63,26.71,25.41,-1.3000000000000007,1.0
49,102,63,26.71,25.37,-1.34,0.986
48,102,61,26.71,25.41,-1.3000000000000007,1.0
44,101,63,26.71,25.37,-1.34,0.986
44,102,61,26.71,25.41,-1.3000000000000007,1.0
48,100,60,26.71,25.37,-1.34,0.986
44,101,62,26.71,25.41,-1.3000000000000007,1.0
41,99,63,26.71,25.37,-1.34,0.986
36,99,63,26.71,25.41,-1.3000000000000007,1.0
35,100,63,26.71,25.37,-1.34,0.986
32,100,63,26.71,25.41,-1.3000000000000007,1.0
35,99,62,26.71,25.37,-1.34,0.986
36,97,58,26.71,25.41,-1.3000000000000007,1.0
31,96,52,26.71,25.37,-1.34,0.986
26,100,54,26.71,25.41,-1.3000000000000007,1.0
30,100,51,26.71,25.37,-1.34,0.986
33,101,53,26.71,25.41,-1.3000000000000007,1.0
33,103,55,26.71,25.37,-1.34,0.986
33,103,64,26.71,25.41,-1.3000000000000007,1.0
33,103,64,26.71,25.37,-1.34,0.986
33,108,64,26.71,25.41,-1.3000000000000007,1.0
33,111,67,26.71,25.37,-1.34,0.986
42,115,69,26.71,25.41,-1.3000000000000007,1.0
43,114,69,26.71,25.37,-1.34,0.986
46,118,73,26.71,25.41,-1.3000000000000007,1.0
52,120,77,26.71,25.37,-1.34,0.986
54,122,80,26.71,25.41,-1.3000000000000007,1.0
53,125,82,26.71,25.37,-1.34,0.986
53,125,82,26.71,25.41,-1.3000000000000007,1.0
55,124,80,26.71,25.37,-1.34,0.986
57,122,79,26.71,25.41,-1.3000000000000007,1.0
60,123,81,26.71,25.37,-1.34,0.986
61,121,80,26.71,25.41,-1.3000000000000007,1.0
63,119,82,26.71,25.37,-1.34,0.986
60,122,82,26.71,25.41,-1.3000000000000007,1.0
59,124,81,26.71,25.37,-1.34,0.986
65,120,80,26.71,25.41,-1.3000000000000007,1.0
64,122,80,26.71,25.37,-1.34,0.986
63,122,78,26.71,25.41,-1.3000000000000007,1.0
60,122,83,26.71,25.37,-1.34,0.986
57,121,85,26.71,25.41,-1.3000000000000007,1.0
57,122,85,26.71,25.37,-1.34,0.986
56,122,83,26.71,25.41,-1.3000000000000007,1.0
57,118,84,26.71,25.37,-1.34,0.986
62,118,83,26.71,25.41,-1.3000000000000007,1.0
60,119,78,26.71,25.37,-1.34,0.986
59,120,76,26.71,25.41,-1.3000000000000007,1.0
56,119,79,26.71,25.37,-1.34,0.986
54,120,80,26.71,25.41,-1.3000000000000007,1.0
56,120,81,26.71,25.37,-1.34,0.986
63,118,80,26.71,25.41,-1.3000000000000007,1.0
66,119,80,26.71,25.37,-1.34,0.986
67,122,80,26.71,25.41,-1.3000000000000007,1.0
68,122,81,26.71,25.37,-1.34,0.986
71,121,83,26.71,25.41,-1.3000000000000007,1.0
70,121,86,26.71,25.37,-1.34,0.986
70,120,86,26.71,25.41,-1.3000000000000007,1.0
68,120,85,26.71,25.37,-1.34,0.986
64,120,84,26.71,25.41,-1.3000000000000007,1.0
97,125,85,26.71,25.37,-1.34,0.986
99,125,90,26.71,25.41,-1.3000000000000007,1.0
97,125,92,26.71,25.37,-1.34,0.986
96,126,91,26.71,25.41,-1.3000000000000007,1.0
95,128,91,26.71,25.37,-1.34,0.986
96,126,92,26.71,25.41,-1.3000000000000007,1.0
98,124,90,26.71,25.37,-1.34,0.986
94,125,89,26.71,25.41,-1.3000000000000007,1.0
89,125,84,26.71,25.37,-1.34,0.986
86,124,83,26.71,25.41,-1.3000000000000007,1.0
81,123,84,26.71,25.37,-1.34,0.986
78,122,80,26.71,25.41,-1.3000000000000007,1.0
78,121,81,26.71,25.37,-1.34,0.986
75,121,81,26.71,25.41,-1.3000000000000007,1.0
75,119,80,26.71,25.37,-1.34,0.986
75,117,79,26.71,25.41,-1.3000000000000007,1.0
75,115,80,26.71,25.37,-1.34,0.986
73,117,80,26.71,25.41,-1.3000000000000007,1.0
73,120,81,26.71,25.37,-1.34,0.986
72,120,82,26.71,25.41,-1.3000000000000007,1.0
73,121,80,26.71,25.37,-1.34,0.986
71,120,82,26.71,25.41,-1.3000000000000007,1.0
69,119,83,26.71,25.37,-1.34,0.986
69,119,86,26.71,25.41,-1.3000000000000007,1.0
69,120,85,26.71,25.37,-1.34,0.986
65,120,82,26.71,25.41,-1.3000000000000007,1.0
66,118,79,26.71,25.37,-1.34,0.986
63,117,75,26.71,25.41,-1.3000000000000007,1.0
63,115,77,26.71,25.37,-1.34,0.986
60,113,75,26.71,25.41,-1.3000000000000007,1.0
61,111,73,26.71,25.37,-1.34,0.986
60,109,70,26.71,25.41,-1.3000000000000007,1.0
57,109,67,26.71,25.37,-1.34,0.986
58,108,63,26.71,25.41,-1.3000000000000007,1.0
57,106,65,26.71,25.37,-1.34,0.986
51,108,68,26.71,25.41,-1.3000000000000007,1.0
52,105,66,26.71,25.37,-1.34,0.986
52,105,63,26.71,25.41,-1.3000000000000007,1.0
47,106,63,26.71,25.37,-1.34,0.986
48,103,61,26.71,25.41,-1.3000000000000007,1.0
47,102,60,26.71,25.37,-1.34,0.986
46,102,61,26.71,25.41,-1.3000000000000007,1.0
47,101,60,26.71,25.37,-1.34,0.986
47,98,58,26.71,25.41,-1.3000000000000007,1.0
46,100,61,26.71,25.37,-1.34,0.986
42,101,62,26.71,25.41,-1.3000000000000007,1.0
46,99,57,26.71,25.37,-1.34,0.986
42,101,60,26.71,25.41,-1.3000000000000007,1.0
38,100,59,26.71,25.37,-1.34,0.986
36,100,59,26.71,25.41,-1.3000000000000007,1.0
39,98,61,26.71,25.37,-1.34,0.986
35,99,62,26.71,25.41,-1.3000000000000007,1.0
34,97,60,26.71,25.37,-1.34,0.986
32,101,57,26.71,25.41,-1.3000000000000007,1.0
31,98,54,26.71,25.37,-1.34,0.986
28,96,51,26.71,25.41,-1.3000000000000007,1.0
31,100,55,26.71,25.37,-1.34,0.986
31,103,59,26.71,25.41,-1.3000000000000007,1.0
34,103,60,26.71,25.37,-1.34,0.986
36,102,65,26.71,25.41,-1.3000000000000007,1.0
33,103,67,26.71,25.37,-1.34,0.986
34,110,66,26.71,25.41,-1.3000000000000007,1.0
36,114,67,26.71,25.37,-1.34,0.986
41,117,68,26.71,25.41,-1.3000000000000007,1.0
44,116,69,26.71,25.37,-1.34,0.986
50,118,75,26.71,25.41,-1.3000000000000007,1.0
52,121,77,26.71,25.37,-1.34,0.986
55,123,77,26.71,25.41,-1.3000000000000007,1.0
54,124,80,26.71,25.37,-1.34,0.986
56,123,80,26.71,25.41,-1.3000000000000007,1.0
56,123,81,26.71,25.37,-1.34,0.986
58,123,80,26.71,25.41,-1.3000000000000007,1.0
60,123,80,26.71,25.37,-1.34,0.986
61,121,81,26.71,25.41,-1.3000000000000007,1.0
64,121,75,26.71,25.37,-1.34,0.986
66,118,77,26.71,25.41,-1.3000000000000007,1.0
62,119,80,26.71,25.37,-1.34,0.986
65,118,83,26.71,25.41,-1.3000000000000007,1.0
64,120,81,26.71,25.37,-1.34,0.986
64,120,80,26.71,25.41,-1.3000000000000007,1.0
59,122,83,26.71,25.37,-1.34,0.986
59,121,85,26.71,25.41,-1.3000000000000007,1.0
59,121,83,26.71,25.37,-1.34,0.986
59,118,84,26.71,25.41,-1.3000000000000007,1.0
60,116,85,26.71,25.37,-1.34,0.986
62,117,82,26.71,25.41,-1.3000000000000007,1.0
61,118,79,26.71,25.37,-1.34,0.986
58,119,78,26.71,25.41,-1.3000000000000007,1.0
58,118,80,26.71,25.37,-1.34,0.986
54,121,79,26.71,25.41,-1.3000000000000007,1.0
59,117,80,26.71,25.37,-1.34,0.986
64,116,82,26.71,25.41,-1.3000000000000007,1.0
67,119,80,26.71,25.37,-1.34,0.986
67,121,81,26.71,25.41,-1.3000000000000007,1.0
70,122,83,26.71,25.37,-1.34,0.986
74,120,85,26.71,25.41,-1.3000000000000007,1.0
74,120,87,26.71,25.37,-1.34,0.986
73,121,88,26.71,25.41,-1.3000000000000007,1.0
69,120,85,26.71,25.37,-1.34,0.986
66,120,86,26.71,25.41,-1.3000000000000007,1.0
97,126,84,26.71,25.37,-1.34,0.986
97,125,87,26.71,25.41,-1.3000000000000007,1.0
96,125,91,26.71,25.37,-1.34,0.986
94,126,91,26.71,25.41,-1.3000000000000007,1.0
93,128,89,26.71,25.37,-1.34,0.986
93,129,87,26.71,25.41,-1.3000000000000007,1.0
93,127,85,26.71,25.37,-1.34,0.986
91,125,85,26.71,25.41,-1.3000000000000007,1.0
87,125,87,26.71,25.37,-1.34,0.986
83,123,83,26.71,25.41,-1.3000000000000007,1.0
82,122,81,26.71,25.37,-1.34,0.986
78,121,81,26.71,25.41,-1.3000000000000007,1.0
77,120,80,26.71,25.37,-1.34,0.986
74,120,81,26.71,25.41,-1.3000000000000007,1.0
75,118,80,26.71,25.37,-1.34,0.986
74,116,80,26.71,25.41,-1.3000000000000007,1.0
75,114,78,26.71,25.37,-1.34,0.986
74,117,78,26.71,25.41,-1.3000000000000007,1.0
72,119,78,26.71,25.37,-1.34,0.986
73,119,77,26.71,25.41,-1.3000000000000007,1.0
69,119,78,26.71,25.37,-1.34,0.986
67,120,79,26.71,25.41,-1.3000000000000007,1.0
67,117,84,26.71,25.37,-1.34,0.986
67,117,84,26.71,25.41,-1.3000000000000007,1.0
65,118,83,26.71,25.37,-1.34,0.986
62,121,79,26.71,25.41,-1.3000000000000007,1.0
61,121,74,26.71,25.37,-1.34,0.986
62,118,71,26.71,25.41,-1.3000000000000007,1.0
62,114,73,26.71,25.37,-1.34,0.986
57,112,75,26.71,25.41,-1.3000000000000007,1.0
56,111,74,26.71,25.37,-1.34,0.986
57,111,67,26.71,25.41,-1.3000000000000007,1.0
55,112,61,26.71,25.37,-1.34,0.986
54,109,59,26.71,25.41,-1.3000000000000007,1.0
54,108,62,26.71,25.37,-1.34,0.986
48,107,68,26.71,25.41,-1.3000000000000007,1.0
50,105,66,26.71,25.37,-1.34,0.986
50,104,62,26.71,25.41,-1.3000000000000007,1.0
49,105,61,26.71,25.37,-1.34,0.986
47,101,62,26.71,25.41,-1.3000000000000007,1.0
47,99,62,26.71,25.37,-1.34,0.986
42,101,59,26.71,25.41,-1.3000000000000007,1.0
42,101,59,26.71,25.37,-1.34,0.986
42,101,59,26.71,25.41,-1.3000000000000007,1.0
45,97,56,26.71,25.37,-1.34,0.986
45,98,63,26.71,25.41,-1.3000000000000007,1.0
45,100,61,26.71,25.37,-1.34,0.986
41,99,60,26.71,25.41,-1.3000000000000007,1.0
35,100,59,26.71,25.37,-1.34,0.986
32,103,56,26.71,25.41,-1.3000000000000007,1.0
37,100,59,26.71,25.37,-1.34,0.986
39,99,59,26.71,25.41,-1.3000000000000007,1.0
34,100,60,26.71,25.37,-1.34,0.986
26,104,58,26.71,25.41,-1.3000000000000007,1.0
29,101,56,26.71,25.37,-1.34,0.986
31,100,58,26.71,25.41,-1.3000000000000007,1.0
31,103,57,26.71,25.37,-1.34,0.986
32,105,58,26.71,25.41,-1.3000000000000007,1.0
34,103,60,26.71,25.37,-1.34,0.986
35,104,63,26.71,25.41,-1.3000000000000007,1.0
32,107,68,26.71,25.37,-1.34,0.986
33,112,69,26.71,25.41,-1.3000000000000007,1.0
35,115,68,26.71,25.37,-1.34,0.986
39,118,71,26.71,25.41,-1.3000000000000007,1.0
44,119,74,26.71,25.37,-1.34,0.986
48,120,77,26.71,25.41,-1.3000000000000007,1.0
56,120,75,26.71,25.37,-1.34,0.986
55,122,77,26.71,25.41,-1.3000000000000007,1.0
52,123,83,26.71,25.37,-1.34,0.986
56,122,78,26.71,25.41,-1.3000000000000007,1.0
56,123,79,26.71,25.37,-1.34,0.986
59,124,80,26.71,25.41,-1.3000000000000007,1.0
60,124,80,26.71,25.37,-1.34,0.986
61,124,78,26.71,25.41,-1.3000000000000007,1.0
64,121,73,26.71,25.37,-1.34,0.986
67,120,71,26.71,25.41,-1.3000000000000007,1.0
65,119,77,26.71,25.37,-1.34,0.986
64,119,80,26.71,25.41,-1.3000000000000007,1.0
64,120,80,26.71,25.37,-1.34,0.986
66,119,82,26.71,25.41,-1.3000000000000007,1.0
63,117,84,26.71,25.37,-1.34,0.986
60,119,82,26.71,25.41,-1.3000000000000007,1.0
60,119,79,26.71,25.37,-1.34,0.986
58,119,81,26.71,25.41,-1.3000000000000007,1.0
58,118,83,26.71,25.37,-1.34,0.986
60,117,84,26.71,25.41,-1.3000000000000007,1.0
59,118,80,26.71,25.37,-1.34,0.986
62,117,80,26.71,25.41,-1.3000000000000007,1.0
60,119,79,26.71,25.37,-1.34,0.986
58,119,79,26.71,25.41,-1.3000000000000007,1.0
61,117,79,26.71,25.37,-1.34,0.986
65,116,82,26.71,25.41,-1.3000000000000007,1.0
68,119,82,26.71,25.37,-1.34,0.986
70,120,83,26.71,25.41,-1.3000000000000007,1.0
75,121,83,26.71,25.37,-1.34,0.986
76,123,86,26.71,25.41,-1.3000000000000007,1.0
75,123,86,26.71,25.37,-1.34,0.986
73,123,87,26.71,25.41,-1.3000000000000007,1.0
74,121,85,26.71,25.37,-1.34,0.986
74,120,85,26.71,25.41,-1.3000000000000007,1.0
96,125,85,26.71,25.37,-1.34,0.986
95,126,85,26.71,25.41,-1.3000000000000007,1.0
95,126,86,26.71,25.37,-1.34,0.986
94,126,87,26.71,25.41,-1.3000000000000007,1.0
90,129,88,26.71,25.37,-1.34,0.986
90,129,88,26.71,25.41,-1.3000000000000007,1.0
89,126,87,26.71,25.37,-1.34,0.986
88,125,87,26.71,25.41,-1.3000000000000007,1.0
84,125,85,26.71,25.37,-1.34,0.986
83,123,83,26.71,25.41,-1.3000000000000007,1.0
83,120,81,26.71,25.37,-1.34,0.986
81,119,81,26.71,25.41,-1.3000000000000007,1.0
78,119,79,26.71,25.37,-1.34,0.986
75,118,78,26.71,25.41,-1.3000000000000007,1.0
73,118,77,26.71,25.37,-1.34,0.986
72,117,79,26.71,25.41,-1.3000000000000007,1.0
74,115,78,26.71,25.37,-1.34,0.986
74,115,77,26.71,25.41,-1.3000000000000007,1.0
72,117,77,26.71,25.37,-1.34,0.986
73,115,76,26.71,25.41,-1.3000000000000007,1.0
68,119,76,26.71,25.37,-1.34,0.986
69,116,80,26.71,25.41,-1.3000000000000007,1.0
68,116,84,26.71,25.37,-1.34,0.986
67,117,83,26.71,25.41,-1.3000000000000007,1.0
64,118,81,26.71,25.37,-1.34,0.986
63,119,78,26.71,25.41,-1.3000000000000007,1.0
65,116,66,26.71,25.37,-1.34,0.986
64,114,67,26.71,25.41,-1.3000000000000007,1.0
60,113,71,26.71,25.37,-1.34,0.986
57,111,74,26.71,25.41,-1.3000000000000007,1.0
54,110,75,26.71,25.37,-1.34,0.986
55,109,69,26.71,25.41,-1.3000000000000007,1.0
54,110,64,26.71,25.37,-1.34,0.986
52,109,62,26.71,25.41,-1.3000000000000007,1.0
51,107,63,26.71,25.37,-1.34,0.986
49,104,61,26.71,25.41,-1.3000000000000007,1.0
49,103,63,26.71,25.37,-1.34,0.986
46,105,61,26.71,25.41,-1.3000000000000007,1.0
43,104,61,26.71,25.37,-1.34,0.986
43,102,61,26.71,25.41,-1.3000000000000007,1.0
42,100,61,26.71,25.37,-1.34,0.986
38,102,60,26.71,25.41,-1.3000000000000007,1.0
34,103,57,26.71,25.37,-1.34,0.986
35,104,57,26.71,25.41,-1.3000000000000007,1.0
38,103,59,26.71,25.37,-1.34,0.986
41,99,62,26.71,25.41,-1.3000000000000007,1.0
42,99,61,26.71,25.37,-1.34,0.986
38,98,62,26.71,25.41,-1.3000000000000007,1.0
38,100,61,26.71,25.37,-1.34,0.986
33,103,61,26.71,25.41,-1.3000000000000007,1.0
36,102,60,26.71,25.37,-1.34,0.986
40,99,59,26.71,25.41,-1.3000000000000007,1.0
37,99,57,26.71,25.37,-1.34,0.986
32,101,58,26.71,25.41,-1.3000000000000007,1.0
32,101,59,26.71,25.37,-1.34,0.986
33,101,61,26.71,25.41,-1.3000000000000007,1.0
32,102,62,26.71,25.37,-1.34,0.986
30,105,62,26.71,25.41,-1.3000000000000007,1.0
30,106,67,26.71,25.37,-1.34,0.986
33,106,65,26.71,25.41,-1.3000000000000007,1.0
36,107,71,26.71,25.37,-1.34,0.986
35,111,73,26.71,25.41,-1.3000000000000007,1.0
35,116,74,26.71,25.37,-1.34,0.986
37,121,75,26.71,25.41,-1.3000000000000007,1.0
42,122,75,26.71,25.37,-1.34,0.986
45,123,76,26.71,25.41,-1.3000000000000007,1.0
48,124,78,26.71,25.37,-1.34,0.986
55,121,80,26.71,25.41,-1.3000000000000007,1.0
53,121,83,26.71,25.37,-1.34,0.986
56,121,79,26.71,25.41,-1.3000000000000007,1.0
58,122,80,26.71,25.37,-1.34,0.986
58,124,83,26.71,25.41,-1.3000000000000007,1.0
57,125,80,26.71,25.37,-1.34,0.986
61,123,80,26.71,25.41,-1.3000000000000007,1.0
64,121,79,26.71,25.37,-1.34,0.986
65,120,75,26.71,25.41,-1.3000000000000007,1.0
65,121,75,26.71,25.37,-1.34,0.986
